id,Qual a principal razão para você ter escolhido a sua instituição de educação superior?,Categoria
6656,Gratuidade,Pública
6657,Proximidade da minha residência,Pública
6658,Proximidade da minha residência,Pública
6659,Proximidade da minha residência,Pública
6660,Gratuidade,Pública
6661,Qualidade/reputação,Pública
6662,Facilidade de acesso,Pública
6663,Gratuidade,Pública
6664,Gratuidade,Pública
6666,Outro motivo,Pública
6667,Gratuidade,Pública
6668,Qualidade/reputação,Pública
6669,Gratuidade,Pública
6670,Gratuidade,Pública
6672,Gratuidade,Pública
6673,Proximidade da minha residência,Pública
6674,Outro motivo,Pública
6675,Proximidade da minha residência,Pública
6676,Qualidade/reputação,Pública
6677,NA,Pública
6678,Qualidade/reputação,Pública
6679,Gratuidade,Pública
6680,Gratuidade,Pública
6681,Qualidade/reputação,Pública
6682,Foi a única onde tive aprovação,Pública
6683,Facilidade de acesso,Pública
6685,Qualidade/reputação,Pública
6686,Gratuidade,Pública
6687,Qualidade/reputação,Pública
6688,Gratuidade,Pública
6689,Proximidade da minha residência,Pública
6690,Qualidade/reputação,Pública
6691,NA,Pública
6692,Gratuidade,Pública
6693,Proximidade da minha residência,Pública
6694,NA,Pública
6695,Foi a única onde tive aprovação,Pública
6696,Proximidade da minha residência,Pública
6697,Qualidade/reputação,Pública
6698,Gratuidade,Pública
6699,Gratuidade,Pública
6700,NA,Pública
6701,Qualidade/reputação,Pública
6702,NA,Pública
6703,Qualidade/reputação,Pública
6704,Gratuidade,Pública
6705,NA,Pública
6706,Gratuidade,Pública
6707,Gratuidade,Pública
6708,Gratuidade,Pública
6710,Gratuidade,Pública
6711,Outro motivo,Pública
6712,Proximidade da minha residência,Pública
6714,Proximidade da minha residência,Pública
6715,Proximidade da minha residência,Pública
6716,Gratuidade,Pública
6717,Gratuidade,Pública
6718,Gratuidade,Pública
6719,Gratuidade,Pública
6720,Gratuidade,Pública
6721,NA,Pública
6722,Gratuidade,Pública
6723,Proximidade da minha residência,Pública
6724,Gratuidade,Pública
6725,Proximidade da minha residência,Pública
6726,Proximidade da minha residência,Pública
6727,Proximidade da minha residência,Pública
6728,Gratuidade,Pública
6729,Gratuidade,Pública
6730,Gratuidade,Pública
6731,Qualidade/reputação,Pública
6732,Gratuidade,Pública
6733,Proximidade da minha residência,Pública
6735,NA,Pública
6736,Proximidade da minha residência,Pública
6737,Gratuidade,Pública
6738,Facilidade de acesso,Pública
6739,Facilidade de acesso,Pública
6740,Gratuidade,Pública
6741,Proximidade da minha residência,Pública
6742,Qualidade/reputação,Pública
6743,Gratuidade,Pública
6744,Qualidade/reputação,Pública
6745,Qualidade/reputação,Pública
6746,Gratuidade,Pública
6747,Gratuidade,Pública
6748,Facilidade de acesso,Pública
6749,Gratuidade,Pública
6750,Proximidade da minha residência,Pública
6751,Gratuidade,Pública
6752,Gratuidade,Pública
6753,Foi a única onde tive aprovação,Pública
6754,Qualidade/reputação,Pública
6755,Proximidade da minha residência,Pública
6756,Facilidade de acesso,Pública
6757,Proximidade da minha residência,Pública
6758,Gratuidade,Pública
6759,Qualidade/reputação,Pública
6760,Gratuidade,Pública
6761,Qualidade/reputação,Pública
6762,Gratuidade,Pública
6763,Qualidade/reputação,Pública
6765,Qualidade/reputação,Pública
6766,Gratuidade,Pública
6767,Qualidade/reputação,Pública
6768,Qualidade/reputação,Pública
6769,Gratuidade,Pública
6770,Qualidade/reputação,Pública
6771,Gratuidade,Pública
6772,Gratuidade,Pública
6773,Qualidade/reputação,Pública
6775,Gratuidade,Pública
6776,Gratuidade,Pública
6777,Outro motivo,Pública
6778,Gratuidade,Pública
6779,Qualidade/reputação,Pública
6780,Gratuidade,Pública
6781,Qualidade/reputação,Pública
6782,Qualidade/reputação,Pública
6783,Gratuidade,Pública
6784,Gratuidade,Pública
6785,Outro motivo,Pública
6786,Gratuidade,Pública
6787,Gratuidade,Pública
6788,Qualidade/reputação,Pública
6789,Qualidade/reputação,Pública
6790,Gratuidade,Pública
6791,Gratuidade,Pública
6792,Gratuidade,Pública
6794,Gratuidade,Pública
6795,Qualidade/reputação,Pública
6800,Gratuidade,Pública
6801,Facilidade de acesso,Privada
6802,Qualidade/reputação,Privada
6803,Preço da mensalidade,Privada
6804,Qualidade/reputação,Privada
6805,Qualidade/reputação,Privada
6806,Outro motivo,Privada
6807,Qualidade/reputação,Privada
6808,Qualidade/reputação,Privada
6810,Qualidade/reputação,Privada
6811,Qualidade/reputação,Privada
6812,Qualidade/reputação,Privada
6813,Qualidade/reputação,Privada
6814,Qualidade/reputação,Privada
6816,Qualidade/reputação,Privada
6817,Qualidade/reputação,Privada
6818,Possibilidade de ter bolsa de estudo,Privada
6819,Qualidade/reputação,Privada
6820,Qualidade/reputação,Privada
6821,Possibilidade de ter bolsa de estudo,Privada
6822,Outro motivo,Privada
6823,Proximidade da minha residência,Privada
6824,Proximidade da minha residência,Privada
6825,Qualidade/reputação,Privada
6826,Qualidade/reputação,Privada
6827,Qualidade/reputação,Privada
6828,Qualidade/reputação,Privada
6829,Qualidade/reputação,Privada
6830,Qualidade/reputação,Privada
6831,Qualidade/reputação,Privada
6832,Qualidade/reputação,Privada
6833,Qualidade/reputação,Pública
6834,Gratuidade,Pública
6835,Foi a única onde tive aprovação,Pública
6836,Proximidade da minha residência,Pública
6837,Qualidade/reputação,Pública
6838,Gratuidade,Pública
6840,Qualidade/reputação,Pública
6841,Gratuidade,Pública
6842,Qualidade/reputação,Pública
6844,Gratuidade,Pública
6845,Outro motivo,Pública
6849,Qualidade/reputação,Pública
6850,Outro motivo,Pública
6851,Proximidade da minha residência,Pública
6852,Facilidade de acesso,Privada
6853,Facilidade de acesso,Privada
6854,Facilidade de acesso,Privada
6855,Facilidade de acesso,Privada
6856,Facilidade de acesso,Privada
6857,Facilidade de acesso,Privada
6858,Qualidade/reputação,Privada
6859,Preço da mensalidade,Privada
6860,Gratuidade,Pública
6861,Gratuidade,Pública
6862,Outro motivo,Pública
6863,Qualidade/reputação,Pública
6864,Gratuidade,Pública
6865,Outro motivo,Pública
6866,Gratuidade,Pública
6867,Proximidade da minha residência,Pública
6869,Gratuidade,Pública
6870,Qualidade/reputação,Pública
6871,Gratuidade,Pública
6872,Proximidade da minha residência,Pública
6873,Proximidade da minha residência,Pública
6875,Outro motivo,Pública
6876,Gratuidade,Pública
6877,Gratuidade,Pública
6878,Gratuidade,Pública
6880,Gratuidade,Pública
6882,Proximidade da minha residência,Pública
6883,Gratuidade,Pública
6884,Qualidade/reputação,Pública
6885,Qualidade/reputação,Pública
6886,Gratuidade,Pública
6889,Qualidade/reputação,Pública
6890,Gratuidade,Pública
6891,Proximidade da minha residência,Pública
6893,Qualidade/reputação,Pública
6894,Qualidade/reputação,Pública
6895,Qualidade/reputação,Pública
6897,Qualidade/reputação,Pública
6898,Qualidade/reputação,Pública
6899,Proximidade da minha residência,Pública
6900,Qualidade/reputação,Pública
6901,Gratuidade,Pública
6902,Gratuidade,Pública
6903,Gratuidade,Pública
6904,Gratuidade,Pública
6905,Proximidade da minha residência,Pública
6906,Gratuidade,Pública
6907,Qualidade/reputação,Pública
6908,Qualidade/reputação,Pública
6909,Gratuidade,Pública
6910,Proximidade da minha residência,Pública
6911,Qualidade/reputação,Pública
6912,Gratuidade,Pública
6913,Gratuidade,Pública
6914,Gratuidade,Pública
6916,Gratuidade,Pública
6917,Gratuidade,Pública
6918,Qualidade/reputação,Pública
6919,Proximidade da minha residência,Pública
6920,Gratuidade,Pública
6921,Gratuidade,Pública
6922,Gratuidade,Pública
6923,Qualidade/reputação,Pública
6924,Gratuidade,Pública
6925,Outro motivo,Pública
6926,Gratuidade,Pública
6927,Gratuidade,Pública
6928,Qualidade/reputação,Pública
6929,Qualidade/reputação,Pública
6930,Outro motivo,Pública
6931,Outro motivo,Pública
6932,Qualidade/reputação,Pública
6933,Gratuidade,Pública
6934,Outro motivo,Pública
6935,Gratuidade,Pública
6936,Gratuidade,Pública
6937,Gratuidade,Pública
6938,Gratuidade,Pública
6939,Gratuidade,Pública
6940,Gratuidade,Pública
6941,Outro motivo,Pública
6942,Proximidade da minha residência,Pública
6943,Qualidade/reputação,Pública
6944,Gratuidade,Pública
6945,Gratuidade,Pública
6946,Outro motivo,Pública
6947,Gratuidade,Pública
6948,Qualidade/reputação,Pública
6949,Proximidade da minha residência,Pública
6950,Qualidade/reputação,Pública
6951,Facilidade de acesso,Pública
6952,Qualidade/reputação,Pública
6953,Gratuidade,Pública
6955,Qualidade/reputação,Pública
6956,Qualidade/reputação,Pública
6957,Qualidade/reputação,Pública
6958,Gratuidade,Pública
6959,Gratuidade,Pública
6960,Qualidade/reputação,Pública
6961,Qualidade/reputação,Pública
6962,Gratuidade,Pública
6963,Gratuidade,Pública
6964,Gratuidade,Pública
6965,Gratuidade,Pública
6966,Qualidade/reputação,Pública
6967,Gratuidade,Pública
6968,Qualidade/reputação,Pública
6969,Gratuidade,Pública
6970,Proximidade da minha residência,Pública
6971,Gratuidade,Pública
6972,Gratuidade,Pública
6973,Gratuidade,Pública
6974,Qualidade/reputação,Pública
6975,Qualidade/reputação,Pública
6976,Gratuidade,Pública
6977,Qualidade/reputação,Pública
6978,Gratuidade,Pública
6979,Gratuidade,Pública
6980,Proximidade da minha residência,Pública
6981,Gratuidade,Pública
6982,Gratuidade,Pública
6983,Qualidade/reputação,Pública
6984,Qualidade/reputação,Pública
6985,Proximidade da minha residência,Pública
6986,Gratuidade,Pública
6987,Gratuidade,Pública
6988,Proximidade da minha residência,Pública
6989,Gratuidade,Pública
6990,Gratuidade,Pública
6991,Outro motivo,Pública
6992,Qualidade/reputação,Pública
6993,Gratuidade,Pública
6994,Qualidade/reputação,Pública
6995,Proximidade da minha residência,Pública
6996,Qualidade/reputação,Pública
6997,Gratuidade,Pública
6998,Gratuidade,Pública
6999,Gratuidade,Pública
7000,Gratuidade,Pública
7001,NA,Pública
7003,Gratuidade,Pública
7004,Gratuidade,Pública
7005,Gratuidade,Pública
7006,Gratuidade,Pública
7007,Gratuidade,Pública
7008,Gratuidade,Pública
7009,Gratuidade,Pública
7010,Gratuidade,Pública
7011,Gratuidade,Pública
7012,Proximidade da minha residência,Pública
7013,Proximidade da minha residência,Pública
7014,Qualidade/reputação,Pública
7015,Gratuidade,Pública
7016,Gratuidade,Pública
7017,Gratuidade,Pública
7018,Gratuidade,Pública
7019,Gratuidade,Pública
7020,Qualidade/reputação,Pública
7021,Gratuidade,Pública
7022,Qualidade/reputação,Pública
7023,Gratuidade,Pública
7024,Outro motivo,Pública
7025,Qualidade/reputação,Pública
7026,Proximidade da minha residência,Pública
7027,Gratuidade,Pública
7029,Gratuidade,Pública
7030,Proximidade da minha residência,Pública
7031,Facilidade de acesso,Pública
7032,Qualidade/reputação,Pública
7033,Gratuidade,Pública
7034,Qualidade/reputação,Pública
7035,Gratuidade,Pública
7036,Gratuidade,Pública
7037,Qualidade/reputação,Pública
7038,Gratuidade,Pública
7039,Gratuidade,Pública
7040,Qualidade/reputação,Pública
7041,Qualidade/reputação,Pública
7042,Qualidade/reputação,Pública
7043,Qualidade/reputação,Pública
7044,Qualidade/reputação,Pública
7045,Outro motivo,Pública
7046,Proximidade da minha residência,Pública
7047,Qualidade/reputação,Pública
7048,Qualidade/reputação,Pública
7049,Gratuidade,Pública
7050,Qualidade/reputação,Pública
7051,Qualidade/reputação,Pública
7052,Outro motivo,Pública
7053,Outro motivo,Pública
7054,Qualidade/reputação,Pública
7055,Qualidade/reputação,Pública
7056,Qualidade/reputação,Pública
7057,Gratuidade,Pública
7058,Qualidade/reputação,Pública
7059,Qualidade/reputação,Pública
7060,Gratuidade,Pública
7061,Qualidade/reputação,Pública
7062,Gratuidade,Pública
7063,Qualidade/reputação,Pública
7064,Qualidade/reputação,Pública
7065,Qualidade/reputação,Pública
7066,Qualidade/reputação,Pública
7067,Qualidade/reputação,Pública
7068,Qualidade/reputação,Pública
7069,Facilidade de acesso,Pública
7070,Qualidade/reputação,Pública
7071,Foi a única onde tive aprovação,Pública
7072,Gratuidade,Pública
7073,Qualidade/reputação,Pública
7074,Qualidade/reputação,Pública
7075,Qualidade/reputação,Pública
7076,Qualidade/reputação,Pública
7077,Qualidade/reputação,Pública
7078,Qualidade/reputação,Pública
7079,Gratuidade,Pública
7080,Outro motivo,Pública
7081,Gratuidade,Pública
7082,Qualidade/reputação,Pública
7083,Qualidade/reputação,Pública
7084,Qualidade/reputação,Pública
7085,Gratuidade,Pública
7086,Outro motivo,Pública
7088,Gratuidade,Pública
7089,Gratuidade,Pública
7090,Qualidade/reputação,Pública
7091,Gratuidade,Pública
7092,Gratuidade,Pública
7093,Qualidade/reputação,Pública
7094,Gratuidade,Pública
7095,Qualidade/reputação,Pública
7096,Outro motivo,Pública
7097,Gratuidade,Pública
7098,Qualidade/reputação,Pública
7099,Qualidade/reputação,Pública
7100,Qualidade/reputação,Pública
7101,Gratuidade,Pública
7102,Qualidade/reputação,Pública
7103,Gratuidade,Pública
7104,Qualidade/reputação,Pública
7105,Gratuidade,Pública
7106,Gratuidade,Pública
7107,Qualidade/reputação,Pública
7108,Gratuidade,Pública
7109,Proximidade da minha residência,Pública
7110,Outro motivo,Pública
7111,Gratuidade,Pública
7112,Qualidade/reputação,Pública
7113,Gratuidade,Pública
7114,Qualidade/reputação,Pública
7115,Gratuidade,Pública
7116,Qualidade/reputação,Pública
7117,Qualidade/reputação,Pública
7118,Gratuidade,Pública
7119,Gratuidade,Pública
7120,Facilidade de acesso,Pública
7121,Gratuidade,Pública
7122,Qualidade/reputação,Pública
7123,Proximidade da minha residência,Pública
7125,Proximidade da minha residência,Pública
7126,Proximidade da minha residência,Pública
7127,Gratuidade,Pública
7128,Outro motivo,Pública
7129,Gratuidade,Pública
7130,Foi a única onde tive aprovação,Pública
7131,Gratuidade,Pública
7132,Proximidade da minha residência,Pública
7133,Gratuidade,Pública
7134,Proximidade da minha residência,Pública
7135,Possibilidade de ter bolsa de estudo,Pública
7136,Outro motivo,Pública
7137,Gratuidade,Pública
7138,Proximidade da minha residência,Pública
7139,Gratuidade,Pública
7140,Qualidade/reputação,Pública
7141,Gratuidade,Pública
7142,Gratuidade,Pública
7143,Proximidade da minha residência,Pública
7144,Gratuidade,Pública
7146,Gratuidade,Pública
7147,Proximidade da minha residência,Pública
7148,Gratuidade,Pública
7149,Proximidade da minha residência,Pública
7150,Gratuidade,Pública
7151,Qualidade/reputação,Privada
7153,Outro motivo,Privada
7154,Possibilidade de ter bolsa de estudo,Privada
7155,Qualidade/reputação,Privada
7156,Qualidade/reputação,Privada
7157,Facilidade de acesso,Privada
7158,Qualidade/reputação,Privada
7159,Facilidade de acesso,Privada
7160,Qualidade/reputação,Privada
7161,Qualidade/reputação,Privada
7162,Outro motivo,Privada
7163,Facilidade de acesso,Privada
7165,Facilidade de acesso,Privada
7167,Outro motivo,Privada
7168,Facilidade de acesso,Privada
7169,Qualidade/reputação,Privada
7170,Proximidade da minha residência,Privada
7171,Facilidade de acesso,Privada
7172,Qualidade/reputação,Privada
7173,Outro motivo,Privada
7174,Qualidade/reputação,Privada
7175,Outro motivo,Privada
7176,Facilidade de acesso,Privada
7177,Proximidade da minha residência,Privada
7178,Qualidade/reputação,Privada
7179,Qualidade/reputação,Privada
7180,Qualidade/reputação,Privada
7181,Proximidade da minha residência,Privada
7182,Proximidade da minha residência,Privada
7183,Proximidade da minha residência,Privada
7184,Qualidade/reputação,Privada
7185,Outro motivo,Privada
7187,Qualidade/reputação,Privada
7188,Qualidade/reputação,Privada
7189,Qualidade/reputação,Privada
7190,Qualidade/reputação,Privada
7191,Possibilidade de ter bolsa de estudo,Privada
7192,Qualidade/reputação,Privada
7193,Qualidade/reputação,Privada
7194,Preço da mensalidade,Privada
7195,Qualidade/reputação,Privada
7196,Qualidade/reputação,Privada
7197,Possibilidade de ter bolsa de estudo,Privada
7198,Qualidade/reputação,Privada
7199,Outro motivo,Privada
7200,Outro motivo,Privada
7201,Outro motivo,Privada
7202,Qualidade/reputação,Privada
7203,Qualidade/reputação,Privada
7204,Outro motivo,Privada
7205,Outro motivo,Privada
7206,Qualidade/reputação,Privada
7207,Facilidade de acesso,Privada
7208,Qualidade/reputação,Privada
7209,Qualidade/reputação,Privada
7210,Outro motivo,Privada
7211,Qualidade/reputação,Privada
7212,Proximidade da minha residência,Privada
7213,Qualidade/reputação,Privada
7214,Outro motivo,Privada
7215,Outro motivo,Privada
7216,Facilidade de acesso,Privada
7217,Outro motivo,Privada
7218,Qualidade/reputação,Privada
7219,Qualidade/reputação,Privada
7220,Qualidade/reputação,Privada
7221,Outro motivo,Privada
7222,Outro motivo,Privada
7223,Foi a única onde tive aprovação,Privada
7224,Qualidade/reputação,Privada
7225,Outro motivo,Privada
7226,Qualidade/reputação,Privada
7227,Qualidade/reputação,Privada
7228,Qualidade/reputação,Privada
7229,Outro motivo,Privada
7230,Facilidade de acesso,Privada
7231,Qualidade/reputação,Privada
7232,Possibilidade de ter bolsa de estudo,Privada
7233,Facilidade de acesso,Privada
7234,Outro motivo,Privada
7235,Qualidade/reputação,Privada
7236,Qualidade/reputação,Privada
7238,Gratuidade,Privada
7239,Outro motivo,Privada
7240,Facilidade de acesso,Privada
7241,Qualidade/reputação,Privada
7242,Qualidade/reputação,Privada
7243,Preço da mensalidade,Privada
7244,Qualidade/reputação,Privada
7245,Qualidade/reputação,Privada
7246,Facilidade de acesso,Privada
7247,Outro motivo,Privada
7248,Qualidade/reputação,Privada
7249,Facilidade de acesso,Privada
7250,Qualidade/reputação,Privada
7251,Qualidade/reputação,Privada
7252,Qualidade/reputação,Privada
7253,Qualidade/reputação,Privada
7254,Outro motivo,Privada
7255,Qualidade/reputação,Privada
7256,Outro motivo,Privada
7257,Facilidade de acesso,Privada
7258,Qualidade/reputação,Privada
7259,Qualidade/reputação,Privada
7261,Qualidade/reputação,Privada
7262,Qualidade/reputação,Privada
7263,Proximidade do meu trabalho,Privada
7264,Foi a única onde tive aprovação,Privada
7265,Qualidade/reputação,Privada
7266,Outro motivo,Privada
7267,Preço da mensalidade,Privada
7268,Facilidade de acesso,Privada
7270,Preço da mensalidade,Privada
7272,Qualidade/reputação,Privada
7274,Qualidade/reputação,Privada
7275,Possibilidade de ter bolsa de estudo,Privada
7276,Qualidade/reputação,Privada
7277,Outro motivo,Privada
7278,Preço da mensalidade,Privada
7279,Qualidade/reputação,Privada
7280,Outro motivo,Privada
7281,Qualidade/reputação,Privada
7282,Proximidade do meu trabalho,Privada
7283,Qualidade/reputação,Privada
7284,Preço da mensalidade,Privada
7285,Outro motivo,Privada
7286,Outro motivo,Privada
7287,Outro motivo,Privada
7289,Possibilidade de ter bolsa de estudo,Privada
7291,Outro motivo,Privada
7292,Proximidade do meu trabalho,Privada
7293,Qualidade/reputação,Privada
7294,Qualidade/reputação,Privada
7295,Facilidade de acesso,Privada
7296,Qualidade/reputação,Privada
7297,Proximidade da minha residência,Privada
7298,Outro motivo,Privada
7299,Proximidade da minha residência,Privada
7300,Outro motivo,Privada
7301,Proximidade da minha residência,Privada
7302,Proximidade da minha residência,Privada
7303,Outro motivo,Privada
7305,Proximidade da minha residência,Privada
7306,Proximidade da minha residência,Privada
7308,Qualidade/reputação,Privada
7309,Proximidade do meu trabalho,Privada
7310,Qualidade/reputação,Privada
7311,Preço da mensalidade,Privada
7312,Proximidade da minha residência,Privada
7313,Facilidade de acesso,Privada
7314,Facilidade de acesso,Privada
7315,Outro motivo,Privada
7316,Outro motivo,Privada
7317,Qualidade/reputação,Privada
7318,Qualidade/reputação,Privada
7319,Outro motivo,Privada
7320,Proximidade da minha residência,Privada
7321,Outro motivo,Privada
7322,Proximidade da minha residência,Privada
7323,Proximidade da minha residência,Privada
7324,Outro motivo,Privada
7325,Qualidade/reputação,Privada
7326,Outro motivo,Privada
7327,Qualidade/reputação,Privada
7328,Outro motivo,Privada
7329,Outro motivo,Privada
7330,Qualidade/reputação,Privada
7331,Foi a única onde tive aprovação,Privada
7332,Outro motivo,Privada
7333,Possibilidade de ter bolsa de estudo,Privada
7334,Proximidade do meu trabalho,Privada
7335,Outro motivo,Privada
7336,Proximidade da minha residência,Privada
7337,Qualidade/reputação,Privada
7338,Facilidade de acesso,Privada
7339,Possibilidade de ter bolsa de estudo,Privada
7340,Qualidade/reputação,Privada
7342,Qualidade/reputação,Privada
7343,Outro motivo,Privada
7344,Qualidade/reputação,Privada
7345,Outro motivo,Privada
7346,Outro motivo,Privada
7347,Outro motivo,Privada
7348,Qualidade/reputação,Privada
7349,Possibilidade de ter bolsa de estudo,Privada
7350,Outro motivo,Privada
7351,Qualidade/reputação,Privada
7352,Qualidade/reputação,Privada
7353,Qualidade/reputação,Privada
7354,Qualidade/reputação,Privada
7355,Possibilidade de ter bolsa de estudo,Privada
7356,Possibilidade de ter bolsa de estudo,Privada
7357,Possibilidade de ter bolsa de estudo,Privada
7358,Facilidade de acesso,Privada
7359,Possibilidade de ter bolsa de estudo,Privada
7360,Qualidade/reputação,Privada
7361,Possibilidade de ter bolsa de estudo,Privada
7362,Qualidade/reputação,Privada
7363,Outro motivo,Privada
7364,Outro motivo,Privada
7365,Outro motivo,Privada
7366,Outro motivo,Privada
7367,Proximidade da minha residência,Privada
7368,Outro motivo,Privada
7369,Qualidade/reputação,Privada
7370,Possibilidade de ter bolsa de estudo,Privada
7371,Outro motivo,Privada
7372,Gratuidade,Pública
7373,Qualidade/reputação,Pública
7374,Gratuidade,Pública
7375,Gratuidade,Pública
7376,Gratuidade,Pública
7377,Gratuidade,Pública
7378,Qualidade/reputação,Pública
7379,Qualidade/reputação,Pública
7380,Qualidade/reputação,Pública
7381,Facilidade de acesso,Pública
7382,Proximidade da minha residência,Pública
7383,Outro motivo,Privada
7384,Outro motivo,Privada
7385,Outro motivo,Privada
7387,Proximidade da minha residência,Privada
7388,Qualidade/reputação,Privada
7389,Qualidade/reputação,Privada
7390,Proximidade do meu trabalho,Privada
7391,Outro motivo,Privada
7392,Proximidade do meu trabalho,Privada
7393,Proximidade da minha residência,Privada
7394,Qualidade/reputação,Privada
7395,Outro motivo,Privada
7396,Qualidade/reputação,Privada
7397,Qualidade/reputação,Privada
7398,Qualidade/reputação,Privada
7399,Qualidade/reputação,Privada
7400,Qualidade/reputação,Privada
7401,Preço da mensalidade,Privada
7402,Qualidade/reputação,Privada
7403,Proximidade do meu trabalho,Privada
7404,Preço da mensalidade,Privada
7405,Proximidade da minha residência,Privada
7406,Qualidade/reputação,Privada
7407,Qualidade/reputação,Privada
7408,Qualidade/reputação,Privada
7409,Qualidade/reputação,Privada
7410,Possibilidade de ter bolsa de estudo,Privada
7411,Qualidade/reputação,Privada
7412,Qualidade/reputação,Privada
7413,Outro motivo,Privada
7414,Qualidade/reputação,Privada
7415,Qualidade/reputação,Privada
7416,Preço da mensalidade,Privada
7417,Proximidade do meu trabalho,Privada
7418,Qualidade/reputação,Privada
7419,Qualidade/reputação,Privada
7420,Qualidade/reputação,Privada
7421,Preço da mensalidade,Privada
7422,Qualidade/reputação,Privada
7423,Preço da mensalidade,Privada
7424,Outro motivo,Privada
7425,Facilidade de acesso,Privada
7426,Qualidade/reputação,Privada
7427,Qualidade/reputação,Privada
7428,Qualidade/reputação,Privada
7429,Qualidade/reputação,Privada
7430,Gratuidade,Privada
7431,Facilidade de acesso,Privada
7432,Facilidade de acesso,Privada
7433,Preço da mensalidade,Privada
7434,Qualidade/reputação,Privada
7435,Preço da mensalidade,Privada
7436,Qualidade/reputação,Privada
7437,Proximidade do meu trabalho,Privada
7439,Preço da mensalidade,Privada
7440,Facilidade de acesso,Privada
7441,Qualidade/reputação,Privada
7443,Facilidade de acesso,Privada
7444,Preço da mensalidade,Privada
7445,Gratuidade,Pública
7446,Facilidade de acesso,Pública
7447,Gratuidade,Pública
7452,Qualidade/reputação,Pública
7453,Proximidade da minha residência,Pública
7454,Gratuidade,Pública
7455,Proximidade da minha residência,Pública
7456,Facilidade de acesso,Pública
7457,Gratuidade,Pública
7458,Qualidade/reputação,Pública
7459,Qualidade/reputação,Pública
7460,Gratuidade,Pública
7461,Gratuidade,Pública
7462,Gratuidade,Pública
7463,Facilidade de acesso,Pública
7464,Qualidade/reputação,Pública
7465,Gratuidade,Pública
7467,Gratuidade,Pública
7468,Gratuidade,Pública
7469,Qualidade/reputação,Pública
7470,Gratuidade,Pública
7471,Gratuidade,Pública
7472,Gratuidade,Pública
7473,Qualidade/reputação,Pública
7474,Qualidade/reputação,Pública
7476,Gratuidade,Pública
7477,Facilidade de acesso,Pública
7478,Qualidade/reputação,Pública
7479,Qualidade/reputação,Pública
7480,Gratuidade,Pública
7481,Gratuidade,Pública
7482,Qualidade/reputação,Pública
7484,Gratuidade,Pública
7485,Qualidade/reputação,Pública
7486,Proximidade da minha residência,Pública
7487,Gratuidade,Pública
7488,Gratuidade,Pública
7489,Proximidade da minha residência,Pública
7490,Gratuidade,Pública
7491,Facilidade de acesso,Pública
7492,NA,Pública
7494,Gratuidade,Pública
7495,Qualidade/reputação,Pública
7496,Facilidade de acesso,Pública
7497,Gratuidade,Pública
7498,Outro motivo,Pública
7499,Gratuidade,Pública
7500,Qualidade/reputação,Pública
7501,Qualidade/reputação,Pública
7502,Gratuidade,Pública
7503,Gratuidade,Pública
7504,Facilidade de acesso,Pública
7505,Facilidade de acesso,Pública
7506,Gratuidade,Pública
7508,Qualidade/reputação,Pública
7509,Facilidade de acesso,Pública
7510,Gratuidade,Pública
7512,Qualidade/reputação,Pública
7513,Qualidade/reputação,Pública
7514,Qualidade/reputação,Pública
7515,Qualidade/reputação,Pública
7516,Facilidade de acesso,Pública
7517,Gratuidade,Pública
7518,Gratuidade,Pública
7519,Outro motivo,Pública
7520,Outro motivo,Pública
7521,Qualidade/reputação,Pública
7522,Gratuidade,Pública
7523,Gratuidade,Pública
7524,Qualidade/reputação,Pública
7525,Gratuidade,Pública
7526,Gratuidade,Pública
7527,Qualidade/reputação,Pública
7528,Proximidade da minha residência,Pública
7529,Qualidade/reputação,Pública
7530,Qualidade/reputação,Pública
7531,Qualidade/reputação,Pública
7532,NA,Pública
7533,Gratuidade,Pública
7534,Gratuidade,Pública
7535,Qualidade/reputação,Pública
7536,Gratuidade,Pública
7537,Gratuidade,Pública
7538,Outro motivo,Pública
7539,Qualidade/reputação,Pública
7540,Gratuidade,Pública
7541,Gratuidade,Pública
7545,Qualidade/reputação,Pública
7546,Gratuidade,Pública
7547,Outro motivo,Pública
7548,Qualidade/reputação,Pública
7549,Proximidade da minha residência,Pública
7550,Gratuidade,Pública
7551,Gratuidade,Pública
7552,Qualidade/reputação,Pública
7553,Foi a única onde tive aprovação,Pública
7554,Gratuidade,Pública
7555,Gratuidade,Pública
7556,Foi a única onde tive aprovação,Pública
7557,Gratuidade,Pública
7558,Foi a única onde tive aprovação,Pública
7559,Outro motivo,Pública
7560,Qualidade/reputação,Pública
7561,Qualidade/reputação,Pública
7562,Proximidade da minha residência,Pública
7563,Foi a única onde tive aprovação,Pública
7564,Gratuidade,Pública
7565,Gratuidade,Pública
7566,Gratuidade,Pública
7567,Gratuidade,Pública
7568,Gratuidade,Pública
7569,Gratuidade,Pública
7570,Gratuidade,Pública
7571,Proximidade da minha residência,Pública
7572,Gratuidade,Pública
7573,Gratuidade,Pública
7574,Qualidade/reputação,Pública
7575,Gratuidade,Pública
7576,Gratuidade,Pública
7577,Qualidade/reputação,Pública
7578,Gratuidade,Pública
7579,Outro motivo,Pública
7580,Qualidade/reputação,Pública
7581,Outro motivo,Pública
7582,Gratuidade,Pública
7583,Gratuidade,Pública
7584,Gratuidade,Pública
7585,Gratuidade,Pública
7586,Outro motivo,Pública
7587,Proximidade da minha residência,Pública
7588,Gratuidade,Pública
7589,Proximidade da minha residência,Privada
