id,A,B,C,D,E,F,G,H,I,J,K,L,Categoria
6402,5,6,5,2,3,3,3,5,3,4,5,4,4,Pública
6403,6,6,6,3,NA,NA,3,6,6,6,5,5,4,Pública
6404,5,5,5,6,4,6,6,6,6,6,6,6,5,Pública
6405,4,4,4,3,4,5,4,5,4,5,5,4,6,Pública
6406,5,6,3,5,6,6,6,6,6,6,6,6,6,Pública
6407,3,2,2,3,5,6,3,5,4,6,5,6,5,Pública
6408,3,NA,1,1,3,4,5,5,4,6,6,4,5,Pública
6409,5,5,6,5,5,5,6,6,6,5,4,6,5,Pública
6410,4,3,4,3,3,4,3,5,3,6,4,4,5,Pública
6411,5,4,5,5,6,4,5,5,4,4,5,6,5,Pública
6412,3,1,2,3,3,5,3,3,3,4,5,3,5,Pública
6413,3,3,3,4,2,4,4,3,4,5,4,4,3,Pública
6414,5,NA,6,3,NA,6,6,6,4,6,5,6,6,Pública
6415,5,1,4,3,6,6,5,5,1,6,NA,5,4,Pública
6416,5,5,6,6,6,6,6,6,6,6,6,5,6,Pública
6417,5,5,5,5,NA,5,5,5,5,5,4,5,5,Pública
6419,5,5,4,3,3,6,2,4,5,6,6,6,6,Pública
6421,4,4,4,4,4,4,5,4,2,4,2,3,5,Pública
6423,5,5,5,4,5,5,5,5,4,6,6,5,6,Pública
6424,4,5,5,4,4,6,4,6,4,5,6,5,5,Pública
6425,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6426,4,NA,5,4,5,5,5,5,4,6,5,6,5,Pública
6427,3,4,3,3,3,4,3,4,3,5,4,4,4,Pública
6428,5,2,4,3,3,5,5,5,3,6,4,5,4,Pública
6429,4,3,3,4,4,5,4,4,4,5,4,NA,4,Pública
6430,6,5,5,6,6,6,6,6,5,5,5,6,5,Pública
6431,4,4,4,4,4,4,4,3,4,4,3,5,4,Pública
6434,3,3,4,2,4,3,4,4,3,5,4,5,5,Pública
6435,5,4,4,1,2,3,5,6,3,6,6,5,4,Pública
6436,3,3,NA,1,3,4,3,3,5,3,6,3,1,Pública
6437,2,4,1,1,3,6,3,4,2,5,4,4,2,Pública
6438,3,4,3,2,4,4,3,3,4,5,5,5,2,Pública
6439,5,4,5,3,4,5,5,6,3,5,5,4,5,Pública
6440,3,5,5,5,3,3,3,4,3,3,2,3,5,Pública
6441,3,4,3,2,2,5,3,5,4,5,5,5,4,Pública
6442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6443,6,6,6,2,1,6,4,6,6,5,6,5,4,Pública
6444,3,6,6,3,1,6,5,4,6,6,6,6,3,Pública
6445,5,6,6,4,4,6,6,5,5,5,6,5,5,Pública
6446,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6447,4,4,4,2,2,4,2,4,4,3,4,3,3,Pública
6448,6,6,5,3,6,6,6,5,6,6,5,6,5,Pública
6449,4,5,1,1,1,3,1,4,1,4,2,6,2,Pública
6450,5,5,5,3,5,6,4,5,4,6,5,5,4,Pública
6451,5,5,6,4,5,6,6,4,5,6,6,5,5,Pública
6452,5,6,5,5,5,5,4,4,5,4,5,5,6,Pública
6453,3,3,4,3,6,6,6,3,4,6,4,5,4,Pública
6454,NA,NA,1,1,1,4,2,4,3,5,3,4,3,Pública
6455,4,6,4,3,1,6,1,4,5,4,5,1,5,Pública
6456,3,5,2,1,1,5,3,5,5,4,4,5,3,Pública
6457,5,5,3,2,5,6,6,6,6,5,5,5,4,Pública
6458,1,3,2,1,4,4,4,5,2,6,5,5,4,Pública
6459,6,1,5,2,4,6,5,6,3,6,6,6,5,Pública
6460,4,4,3,2,1,4,3,3,3,3,3,4,3,Pública
6461,4,NA,4,5,3,4,3,4,3,4,4,4,3,Pública
6462,1,5,6,2,NA,NA,4,4,NA,4,5,6,3,Pública
6463,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6464,5,6,5,3,2,6,5,5,4,5,4,4,5,Pública
6465,6,6,6,5,4,6,5,6,5,6,5,5,5,Pública
6466,6,5,6,2,6,6,6,6,6,6,6,6,6,Pública
6467,3,4,5,1,1,5,3,5,1,3,5,5,3,Pública
6468,3,2,3,1,2,4,3,5,2,3,4,5,2,Pública
6469,4,5,5,3,4,6,3,5,6,5,6,4,5,Pública
6471,1,5,1,1,NA,5,1,3,1,4,3,3,1,Pública
6472,2,NA,NA,1,NA,4,3,3,2,3,4,4,3,Pública
6473,3,5,3,3,5,5,3,5,5,5,5,5,3,Pública
6474,4,NA,4,3,3,5,5,6,4,6,6,5,4,Pública
6475,6,6,2,3,1,1,1,5,4,1,1,4,3,Pública
6476,4,1,4,3,NA,5,5,5,5,6,6,5,5,Pública
6477,4,4,4,3,NA,NA,1,2,1,6,6,3,3,Pública
6479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6483,5,4,4,2,3,4,2,3,5,5,3,4,2,Pública
6484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6485,5,6,3,2,5,4,NA,6,5,NA,6,5,5,Pública
6487,6,6,6,6,6,6,6,6,5,6,6,6,6,Pública
6488,3,3,3,3,3,3,1,3,2,3,3,3,3,Pública
6490,4,NA,6,3,NA,NA,NA,6,3,6,6,6,6,Pública
6491,6,5,5,5,5,5,6,5,4,5,6,6,5,Pública
6493,3,3,3,3,3,3,1,3,3,3,3,3,3,Pública
6494,6,NA,NA,2,NA,NA,5,6,2,6,6,5,6,Pública
6495,6,6,2,1,1,4,6,6,1,NA,5,6,6,Pública
6496,6,4,4,4,1,4,2,4,2,3,2,4,5,Pública
6497,4,4,4,4,4,4,3,4,4,4,4,4,4,Pública
6498,5,5,5,5,5,5,5,NA,5,5,5,5,5,Pública
6499,2,6,5,3,1,6,5,6,2,6,6,6,6,Pública
6501,3,3,3,5,NA,NA,1,1,4,1,1,1,1,Pública
6502,6,5,5,6,5,6,6,5,5,5,5,6,6,Pública
6504,3,2,4,3,1,4,1,2,3,5,5,2,2,Pública
6506,3,5,5,2,5,6,2,4,6,4,5,4,4,Pública
6507,4,NA,3,3,4,6,2,5,3,5,4,4,5,Pública
6508,6,6,6,4,6,6,6,6,6,6,6,6,6,Pública
6511,6,6,6,5,6,6,6,6,6,6,6,6,6,Pública
6512,6,6,1,1,2,6,6,6,6,6,6,6,6,Pública
6513,2,1,5,1,2,2,3,4,5,5,5,5,5,Pública
6515,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6516,6,6,5,4,6,6,5,5,6,6,5,6,4,Pública
6517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6518,6,6,4,3,4,6,4,5,5,4,4,5,5,Pública
6519,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6520,NA,NA,2,NA,NA,NA,3,4,5,6,5,3,4,Pública
6522,5,NA,4,1,4,6,4,4,5,6,4,5,6,Pública
6523,5,5,2,2,4,5,3,3,5,3,3,4,6,Pública
6526,6,6,6,5,NA,6,6,6,5,6,6,6,6,Pública
6527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6528,5,4,3,1,3,5,3,4,3,5,6,5,4,Pública
6529,4,5,4,4,4,5,5,5,5,5,6,5,5,Pública
6531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6532,5,6,6,5,2,6,5,6,5,6,5,5,5,Pública
6533,5,6,4,2,3,3,4,5,4,5,4,4,3,Pública
6534,5,5,4,4,5,5,6,6,5,6,6,6,5,Pública
6535,3,NA,NA,6,NA,5,3,6,6,4,5,4,5,Pública
6536,6,5,5,4,4,5,6,6,6,5,5,6,6,Pública
6537,1,2,3,1,2,3,4,5,5,NA,5,5,4,Pública
6538,4,2,2,3,2,5,4,3,5,5,4,5,3,Pública
6539,5,3,5,3,NA,5,4,4,5,5,4,4,4,Pública
6541,4,NA,5,1,6,6,6,5,6,6,1,4,5,Pública
6542,4,3,1,3,1,4,5,5,5,5,4,5,4,Pública
6544,5,5,5,6,5,3,6,1,6,3,1,4,4,Pública
6545,5,4,3,1,1,4,3,4,6,6,6,4,3,Pública
6546,4,6,5,3,NA,6,1,NA,6,3,5,5,5,Pública
6547,3,5,5,2,2,4,5,5,4,5,6,4,5,Pública
6548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6549,4,3,3,1,4,6,4,5,5,6,6,5,4,Pública
6550,5,NA,4,1,5,6,3,6,5,5,5,5,6,Pública
6551,5,5,6,5,6,6,6,6,6,6,6,6,6,Pública
6552,5,5,3,1,2,5,5,4,4,5,5,4,2,Pública
6553,5,4,2,3,5,5,5,6,5,6,6,4,4,Pública
6554,3,NA,NA,3,NA,5,5,5,6,4,3,3,4,Pública
6555,6,6,6,6,6,6,5,6,6,6,6,6,6,Pública
6556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6557,3,4,1,1,NA,4,1,4,5,5,3,5,6,Pública
6558,3,NA,3,NA,3,NA,NA,NA,NA,4,NA,5,4,Pública
6559,4,5,2,2,4,4,3,3,6,4,5,6,5,Pública
6560,5,NA,6,NA,NA,6,6,6,6,6,6,5,1,Pública
6561,5,6,5,5,5,5,4,5,6,5,5,5,5,Pública
6562,6,6,6,2,3,6,5,6,6,5,5,6,2,Pública
6563,4,NA,3,2,3,4,3,5,2,4,4,3,3,Pública
6564,2,2,1,1,1,3,2,4,2,5,5,5,6,Pública
6565,5,5,4,4,5,6,5,5,4,6,4,5,5,Pública
6566,3,3,3,2,3,5,3,5,5,5,5,5,3,Pública
6567,5,NA,3,2,3,6,4,6,6,6,4,NA,6,Pública
6568,4,4,3,2,1,5,4,3,2,2,6,5,6,Pública
6570,6,6,NA,2,3,6,5,NA,6,6,6,5,5,Pública
6571,6,4,5,4,4,4,4,4,3,NA,5,6,6,Pública
6572,2,NA,6,1,1,6,NA,6,6,6,6,6,3,Pública
6573,6,1,6,6,3,6,4,6,6,6,3,6,4,Pública
6574,4,1,1,1,6,6,NA,6,6,6,6,6,6,Pública
6575,6,6,4,3,4,6,2,5,4,6,6,6,6,Pública
6576,5,6,4,5,6,4,4,4,5,6,5,6,6,Pública
6577,5,5,6,6,5,4,5,4,6,5,6,6,6,Pública
6578,3,2,2,1,1,4,2,5,3,4,4,4,1,Pública
6579,4,4,4,2,6,6,6,6,4,6,6,6,6,Pública
6581,2,5,2,1,6,5,1,4,1,5,5,5,5,Pública
6582,4,1,4,2,1,6,NA,6,4,6,6,6,6,Pública
6583,6,6,3,6,6,6,5,6,6,6,6,4,4,Pública
6584,6,5,5,5,5,6,3,4,5,6,6,6,6,Pública
6586,6,4,5,6,5,5,4,3,6,5,6,5,5,Pública
6587,4,1,2,1,2,1,1,6,3,5,6,6,6,Pública
6588,6,NA,5,5,6,6,6,6,4,3,6,6,6,Pública
6589,5,5,4,5,NA,6,1,6,5,5,6,4,4,Pública
6590,6,NA,6,5,6,6,6,6,5,6,6,6,6,Pública
6591,2,2,2,2,2,4,2,4,2,6,5,2,5,Pública
6592,3,2,4,2,2,5,4,5,4,5,4,5,5,Pública
6593,5,1,5,2,1,6,3,4,4,6,6,6,6,Pública
6594,2,2,2,NA,NA,NA,NA,NA,1,5,6,5,4,Pública
6596,4,5,4,4,6,6,6,5,5,6,6,5,5,Pública
6597,5,3,4,2,3,6,4,5,4,5,4,5,5,Pública
6598,4,5,4,3,5,6,5,5,3,6,6,6,5,Pública
6601,6,6,6,6,6,6,4,6,6,3,6,5,4,Pública
6602,6,1,3,1,1,3,1,1,1,2,1,3,1,Pública
6603,6,1,6,3,6,6,6,6,6,5,6,6,6,Pública
6604,5,NA,6,3,NA,5,NA,6,4,6,6,6,6,Pública
6605,5,NA,1,3,NA,NA,1,4,4,4,4,5,3,Pública
6606,6,NA,4,2,NA,2,1,3,5,2,1,2,3,Pública
6607,2,1,2,4,NA,NA,1,3,3,6,3,4,4,Pública
6608,1,2,3,3,5,5,5,6,3,6,4,6,4,Pública
6609,3,1,6,1,2,1,1,3,5,3,1,5,2,Pública
6610,3,6,6,6,6,6,2,6,6,4,4,6,4,Pública
6611,5,5,4,5,4,5,4,4,5,5,5,5,5,Pública
6612,4,2,4,5,3,3,3,3,3,6,5,4,5,Pública
6613,6,6,6,4,1,6,6,6,5,6,6,6,6,Pública
6614,5,5,5,6,5,5,6,6,5,5,6,6,6,Pública
6615,1,NA,2,1,1,4,2,5,3,5,2,5,5,Pública
6616,2,5,5,2,1,5,2,4,5,6,4,5,3,Pública
6617,4,4,4,3,4,3,3,4,4,5,4,4,4,Pública
6618,4,4,2,6,5,4,3,4,4,5,3,4,2,Pública
6620,5,5,6,2,2,6,4,3,3,6,5,6,6,Pública
6621,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6622,6,4,6,5,4,6,5,6,6,5,6,5,6,Pública
6623,5,4,4,3,2,4,2,5,5,4,3,5,3,Pública
6625,5,4,4,4,4,5,5,4,4,4,3,4,4,Pública
6626,6,6,6,5,5,6,5,6,6,6,6,6,6,Pública
6627,4,2,4,3,2,3,3,3,5,5,5,3,3,Pública
6629,6,6,6,6,3,6,6,6,6,6,6,6,6,Pública
6630,6,5,6,3,4,5,3,4,5,6,4,5,4,Pública
6631,5,4,5,6,4,6,3,5,6,6,6,5,5,Pública
6632,4,5,5,4,5,5,2,6,5,5,5,5,3,Pública
6633,5,4,1,5,6,4,4,5,5,6,6,6,4,Pública
6634,6,NA,5,5,4,6,3,NA,5,6,5,6,6,Pública
6635,5,1,6,5,5,6,4,6,6,5,5,4,1,Pública
6636,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6637,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6638,4,2,2,3,3,4,2,4,5,1,2,4,1,Pública
6639,5,4,5,4,4,5,5,5,5,4,4,5,5,Pública
6640,6,6,5,1,6,6,6,6,4,6,3,3,6,Pública
6641,4,NA,5,1,3,5,3,5,5,4,4,4,3,Pública
6642,5,2,6,3,4,5,4,6,6,5,4,6,4,Pública
6643,5,5,5,4,4,5,4,NA,5,5,5,5,4,Pública
6644,5,3,4,4,NA,NA,3,4,4,4,5,5,5,Pública
6645,4,2,5,3,4,4,3,5,6,6,5,5,4,Pública
6646,5,5,4,4,4,4,1,2,5,4,4,3,2,Pública
6647,4,4,3,4,4,3,2,4,5,5,6,3,2,Pública
6648,6,6,6,5,5,6,6,6,5,6,6,6,5,Pública
6649,5,4,6,6,5,6,6,5,6,6,5,6,4,Pública
6650,5,4,5,4,4,5,4,5,5,5,5,5,5,Pública
6651,5,5,4,3,4,4,2,4,5,3,2,4,NA,Pública
6652,6,5,6,5,5,5,2,4,6,6,6,5,6,Pública
6653,5,5,2,1,1,1,2,5,1,5,3,5,2,Pública
6654,6,6,6,5,5,6,6,6,6,6,5,6,5,Pública
6655,5,5,6,5,2,5,3,4,6,6,4,4,5,Pública
6656,6,6,6,6,5,6,5,6,6,5,3,6,6,Pública
6657,6,6,6,5,4,6,3,6,6,6,6,5,6,Pública
6658,6,5,6,5,5,6,5,6,5,6,4,5,6,Pública
6659,5,5,6,6,5,6,5,6,6,6,5,4,6,Pública
6660,6,1,6,6,6,6,2,6,6,6,6,4,4,Pública
6661,4,4,5,4,4,4,2,4,5,4,5,3,5,Pública
6662,4,4,4,2,4,4,2,4,5,6,5,4,5,Pública
6663,5,6,5,4,3,6,2,6,5,4,5,4,5,Pública
6664,5,NA,4,4,5,4,4,5,5,5,4,5,6,Pública
6666,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6667,6,6,6,4,5,6,4,5,5,6,5,5,5,Pública
6668,6,5,6,5,5,6,5,6,6,6,6,6,6,Pública
6669,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6670,6,6,5,5,5,5,5,6,6,5,4,6,5,Pública
6672,4,4,6,5,2,5,4,6,6,6,4,5,5,Pública
6673,6,6,6,5,5,5,5,5,6,5,5,4,4,Pública
6674,6,NA,6,6,1,3,6,3,6,4,4,6,4,Pública
6675,5,2,4,2,3,3,4,5,4,5,5,5,5,Pública
6676,5,NA,6,6,2,4,4,3,5,4,5,3,4,Pública
6677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6678,6,1,4,3,3,5,6,5,5,6,6,5,5,Pública
6679,1,NA,3,1,1,6,3,3,3,3,2,3,4,Pública
6680,5,3,5,4,4,4,2,5,5,4,3,4,4,Pública
6681,3,3,3,3,3,3,3,3,3,3,3,3,3,Pública
6682,5,3,1,3,5,4,4,3,5,6,5,5,4,Pública
6683,3,2,4,4,3,3,4,4,5,5,6,4,4,Pública
6685,5,1,3,5,1,2,3,2,4,5,4,5,3,Pública
6686,6,6,6,4,6,6,4,6,6,5,6,6,5,Pública
6687,4,4,4,4,4,4,4,4,4,5,4,4,4,Pública
6688,5,5,5,5,5,4,4,4,6,4,4,3,4,Pública
6689,6,6,4,5,3,5,2,5,5,6,6,6,3,Pública
6690,5,5,6,5,5,5,3,6,6,5,4,6,5,Pública
6691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6692,4,2,5,2,3,5,1,4,4,5,6,3,3,Pública
6693,5,1,4,3,5,3,5,1,5,4,4,5,3,Pública
6694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6695,5,2,4,5,2,3,3,5,5,3,2,3,2,Pública
6696,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,Pública
6697,4,3,4,4,3,3,3,4,3,4,3,4,3,Pública
6698,4,4,3,4,4,4,5,5,6,5,6,5,5,Pública
6699,4,2,1,2,1,3,4,3,4,6,3,5,2,Pública
6700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6701,4,2,4,3,5,5,5,6,6,5,6,6,4,Pública
6702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6703,5,1,5,5,5,NA,3,5,5,6,5,4,2,Pública
6704,5,NA,1,2,1,5,4,4,4,5,6,5,3,Pública
6705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6706,6,6,6,4,6,6,5,5,6,6,5,6,6,Pública
6707,5,5,5,3,5,6,5,6,5,6,6,6,5,Pública
6708,6,3,6,5,5,5,6,6,6,6,6,6,6,Pública
6710,3,NA,NA,6,6,6,3,6,6,6,6,6,6,Pública
6711,5,3,5,1,1,6,6,6,6,6,6,6,6,Pública
6712,NA,6,6,NA,NA,6,NA,6,6,NA,6,6,6,Pública
6714,4,2,2,6,5,6,6,5,5,5,6,3,6,Pública
6715,5,NA,4,4,1,5,4,NA,5,6,5,6,6,Pública
6716,5,5,5,4,5,5,5,5,5,6,6,5,5,Pública
6717,6,NA,6,3,4,6,5,6,6,6,6,6,6,Pública
6718,4,2,3,1,6,6,6,1,4,6,6,3,4,Pública
6719,6,NA,6,6,NA,6,3,6,6,6,6,6,6,Pública
6720,5,NA,4,3,5,4,4,4,5,4,3,4,5,Pública
6721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6722,5,6,4,5,6,6,5,5,5,6,6,5,4,Pública
6723,6,6,6,3,2,6,5,5,4,6,6,6,2,Pública
6724,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6725,5,NA,NA,3,6,6,5,5,5,5,5,5,5,Pública
6726,5,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6727,3,6,1,6,1,1,1,1,2,1,1,1,1,Pública
6728,5,2,6,6,6,6,5,5,6,6,5,6,6,Pública
6729,5,4,5,4,5,5,5,6,5,6,6,6,4,Pública
6730,3,3,6,2,2,6,NA,4,6,6,6,6,6,Pública
6731,5,NA,6,3,6,6,6,5,6,6,6,6,5,Pública
6732,5,5,6,6,6,6,6,6,6,6,6,6,6,Pública
6733,5,4,5,2,6,6,6,6,5,6,6,6,5,Pública
6735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
6736,5,5,5,4,4,6,5,5,6,6,6,5,6,Pública
6737,4,4,6,5,5,6,6,6,5,5,6,6,4,Pública
6738,4,4,4,1,5,6,6,6,6,6,6,6,6,Pública
6739,5,NA,NA,5,NA,6,4,3,NA,3,5,3,5,Pública
6740,6,6,6,5,6,6,6,6,6,6,6,6,6,Pública
6741,3,3,5,2,5,6,3,5,5,6,5,4,4,Pública
6742,4,4,5,3,6,6,3,5,4,5,6,5,6,Pública
6743,6,NA,5,3,4,5,5,4,6,6,5,5,5,Pública
6744,6,3,4,3,4,6,6,6,4,6,6,6,6,Pública
6745,5,4,5,5,5,4,6,6,5,6,5,5,5,Pública
6746,4,4,4,3,4,6,5,5,5,6,5,5,5,Pública
6747,6,1,6,NA,NA,NA,6,6,6,6,6,6,6,Pública
6748,4,3,5,3,4,3,4,5,5,5,5,5,6,Pública
6749,4,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6750,5,NA,5,5,5,5,6,5,6,6,6,6,6,Pública
6751,4,3,5,4,6,6,5,5,6,6,5,5,6,Pública
6752,5,2,6,2,6,6,6,6,6,6,6,6,5,Pública
6753,6,4,3,5,2,2,2,2,5,4,4,4,2,Pública
6754,6,4,5,4,5,6,5,5,4,6,5,5,6,Pública
6755,6,6,6,6,5,5,3,3,6,6,5,6,6,Pública
6756,5,5,6,4,3,6,6,4,6,6,5,6,5,Pública
6757,3,2,4,3,1,3,4,5,3,2,3,NA,5,Pública
6758,3,2,2,1,5,6,2,5,3,6,6,NA,5,Pública
6759,4,4,5,4,6,6,6,6,4,6,6,6,6,Pública
6760,5,5,5,5,5,5,5,5,5,5,6,5,5,Pública
6761,6,6,6,6,6,6,5,5,6,6,6,6,6,Pública
6762,6,4,5,5,5,5,5,5,5,5,5,6,5,Pública
6763,3,2,2,3,3,3,2,5,3,6,6,6,4,Pública
6765,3,3,4,3,1,5,4,5,4,6,5,5,4,Pública
6766,5,5,5,4,4,4,3,5,5,5,5,5,5,Pública
6767,2,4,2,2,5,6,4,6,4,6,6,6,6,Pública
6768,1,1,1,1,1,4,2,5,1,4,3,5,3,Pública
6769,2,1,6,1,1,1,1,1,1,3,3,6,1,Pública
6770,2,1,2,1,2,5,3,6,3,5,4,5,3,Pública
6771,6,5,5,4,6,5,6,6,4,6,5,6,6,Pública
6772,2,1,4,1,3,5,4,5,5,6,6,6,6,Pública
6773,NA,NA,2,NA,NA,NA,4,4,2,NA,5,4,3,Pública
6775,2,5,5,5,5,5,5,5,5,6,6,6,6,Pública
6776,3,3,3,3,5,5,5,5,3,5,6,5,4,Pública
6777,2,4,4,1,5,6,1,6,2,6,3,5,6,Pública
6778,6,6,6,6,5,5,6,2,5,6,3,6,5,Pública
6779,3,1,4,3,1,4,3,4,5,6,5,5,5,Pública
6780,3,2,2,1,3,2,4,5,2,5,6,4,4,Pública
6781,5,4,1,3,1,5,4,6,4,6,6,5,5,Pública
6782,5,3,4,4,3,4,4,4,3,5,6,6,6,Pública
6783,5,5,5,6,5,5,4,6,5,6,6,6,6,Pública
6784,6,6,6,6,6,6,6,6,4,6,6,6,6,Pública
6785,2,1,3,1,2,5,1,6,4,3,6,5,5,Pública
6786,1,1,1,1,1,4,1,3,1,6,6,6,5,Pública
6787,3,1,3,2,3,5,4,5,2,6,6,5,4,Pública
6788,6,5,4,4,5,6,5,6,4,6,6,6,6,Pública
6789,3,3,3,3,3,3,2,3,3,4,6,5,5,Pública
6790,3,3,1,3,5,3,1,NA,3,NA,4,4,4,Pública
6791,1,3,2,4,3,4,2,3,3,5,5,3,3,Pública
6792,2,NA,2,NA,NA,6,4,6,5,6,6,6,6,Pública
6794,4,4,4,4,4,4,4,4,4,5,4,4,5,Pública
6795,4,4,3,2,3,4,4,6,4,5,5,6,5,Pública
6800,1,1,1,1,1,6,1,6,1,6,6,6,6,Pública
6801,5,5,5,5,5,5,5,5,5,5,5,5,4,Privada
6802,6,6,3,4,6,6,6,6,6,6,6,6,6,Privada
6803,5,6,6,6,5,4,4,6,6,4,6,6,6,Privada
6804,6,6,6,6,6,4,4,6,6,5,5,5,4,Privada
6805,5,5,5,5,5,5,5,5,6,5,5,5,5,Privada
6806,6,6,4,5,3,4,3,6,5,4,4,4,4,Privada
6807,6,5,6,3,6,5,6,6,5,6,5,6,5,Privada
6808,6,6,NA,3,NA,6,4,5,4,5,5,6,5,Privada
6810,6,6,6,6,6,5,5,6,6,5,4,5,5,Privada
6811,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6812,6,6,6,6,6,6,4,6,6,6,5,5,5,Privada
6813,6,5,6,5,5,5,5,5,6,6,4,5,2,Privada
6814,5,6,6,6,6,6,5,6,5,6,6,5,6,Privada
6816,6,5,6,5,5,5,5,5,5,6,5,5,6,Privada
6817,5,6,6,5,5,4,5,5,6,5,5,5,6,Privada
6818,6,6,6,6,6,NA,4,6,6,5,5,6,6,Privada
6819,6,6,6,6,6,6,6,6,5,3,5,6,6,Privada
6820,4,6,6,6,6,6,5,6,6,6,6,6,6,Privada
6821,6,6,5,5,6,6,6,6,6,6,6,6,6,Privada
6822,5,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6823,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6824,6,6,6,6,6,6,6,6,6,5,6,3,4,Privada
6825,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6826,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6827,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6828,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6829,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6830,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6831,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6832,5,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6833,6,5,6,6,5,5,5,5,5,6,6,5,5,Pública
6834,4,4,5,5,2,2,6,3,5,3,2,2,1,Pública
6835,5,5,6,4,5,5,5,6,5,5,6,6,6,Pública
6836,1,2,6,1,4,5,3,4,2,4,4,4,4,Pública
6837,NA,6,4,NA,5,4,2,5,4,1,3,2,4,Pública
6838,5,6,6,NA,NA,5,5,5,5,5,4,5,6,Pública
6840,4,5,4,5,3,2,4,5,5,6,4,3,4,Pública
6841,2,5,5,4,6,NA,3,3,2,NA,3,1,5,Pública
6842,NA,6,4,1,5,4,1,3,4,4,4,5,6,Pública
6844,3,6,5,6,5,4,5,5,6,5,6,6,6,Pública
6845,6,6,6,5,4,6,6,4,4,6,6,6,4,Pública
6849,5,5,3,1,5,4,2,3,1,4,3,1,4,Pública
6850,2,6,5,3,1,4,3,4,5,4,2,2,2,Pública
6851,NA,5,5,1,5,NA,2,4,3,5,4,4,4,Pública
6852,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6853,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6854,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6855,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6856,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6857,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6858,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6859,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
6860,5,5,5,6,5,5,5,5,6,5,5,6,6,Pública
6861,6,1,6,6,5,6,6,6,6,6,6,6,6,Pública
6862,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
6863,5,NA,6,6,6,5,4,4,6,4,6,6,5,Pública
6864,5,NA,5,6,6,5,6,5,6,5,6,4,6,Pública
6865,5,6,NA,6,4,4,4,4,6,3,4,4,4,Pública
6866,6,1,5,5,5,5,5,5,5,5,5,5,5,Pública
