id,A,B,C,D,E,F,G,H,I,J,K,L,Categoria
2005,5,NA,4,4,5,5,4,5,4,5,5,4,5,Pública
2006,5,5,5,4,5,6,5,6,4,6,5,5,6,Pública
2007,1,4,2,1,2,6,3,4,2,6,3,4,3,Pública
2008,4,2,5,2,3,5,5,5,3,5,6,5,6,Pública
2009,6,6,6,6,6,5,4,5,5,5,5,5,6,Pública
2010,4,NA,2,1,4,6,4,4,1,6,6,6,3,Pública
2011,5,5,4,4,6,6,5,6,3,6,6,6,6,Pública
2013,2,2,2,2,2,2,4,3,2,4,4,2,6,Pública
2014,6,NA,4,6,6,6,3,4,5,6,6,6,6,Pública
2015,1,2,4,1,4,5,5,5,2,6,6,5,5,Pública
2016,2,3,4,3,4,3,6,5,5,5,5,5,5,Pública
2017,4,3,3,3,3,3,3,4,3,5,4,4,3,Pública
2018,2,NA,3,3,3,3,2,4,3,5,6,4,4,Pública
2019,3,3,3,2,4,4,4,2,3,5,5,4,3,Pública
2020,4,4,5,4,3,4,4,5,4,5,4,5,5,Pública
2021,2,3,2,1,2,3,4,3,1,4,3,3,3,Pública
2022,3,1,3,3,1,4,2,5,1,5,6,5,5,Pública
2023,5,5,4,5,3,6,6,5,3,5,5,5,6,Pública
2024,6,5,4,1,4,6,4,5,3,5,5,5,5,Pública
2026,4,4,5,4,4,4,4,5,4,5,4,5,5,Pública
2027,4,4,4,1,3,3,5,5,1,5,4,5,4,Pública
2028,4,4,3,5,5,4,4,4,3,5,6,4,4,Pública
2029,3,4,4,1,3,3,4,5,2,5,6,6,5,Pública
2031,5,NA,3,3,2,4,3,4,3,5,3,1,1,Pública
2032,5,4,5,1,1,4,5,4,5,5,5,NA,4,Pública
2034,4,4,4,1,1,4,4,4,4,6,5,4,5,Pública
2039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
2042,NA,NA,NA,6,5,4,5,5,2,4,4,3,3,Pública
2043,2,3,5,5,4,4,4,4,5,6,6,5,5,Pública
2044,6,NA,2,3,NA,6,2,6,4,6,6,6,6,Pública
2045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
2047,5,5,5,5,5,5,5,5,6,6,6,5,6,Pública
2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
2049,4,3,3,3,4,3,4,4,2,3,2,4,3,Pública
2050,6,4,2,6,4,4,5,5,3,4,3,5,5,Pública
2051,6,NA,6,5,5,6,6,5,6,6,4,4,4,Pública
2052,6,6,4,4,6,6,5,5,4,5,6,6,4,Pública
2053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
2054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
2058,3,3,3,3,3,3,3,3,3,5,3,3,3,Pública
2060,6,5,5,3,6,6,4,5,5,6,4,6,6,Pública
2062,5,NA,4,4,5,5,6,4,5,5,4,4,5,Pública
2063,3,3,3,3,3,3,3,3,3,3,3,3,3,Pública
2066,1,1,1,4,6,4,3,3,3,5,3,NA,4,Pública
2067,6,6,4,4,6,6,4,5,5,6,4,4,6,Pública
2068,5,4,5,3,4,4,5,5,6,6,6,6,6,Pública
2069,5,5,6,6,5,6,6,6,5,6,5,5,5,Pública
2070,4,4,4,4,2,4,5,4,5,5,5,4,5,Pública
2071,6,6,6,5,5,6,5,6,6,6,6,4,5,Pública
2073,5,5,6,4,4,4,3,4,4,5,4,4,5,Pública
2074,5,1,4,2,NA,4,5,5,4,6,6,5,5,Pública
2075,2,2,1,1,3,3,3,2,2,3,3,3,2,Pública
2076,5,5,5,5,5,5,5,5,5,5,5,5,5,Pública
2077,4,3,4,4,5,5,4,5,3,6,4,3,5,Pública
2078,NA,4,4,3,4,4,3,3,4,6,4,4,3,Pública
2080,6,5,5,6,5,5,5,5,5,6,5,5,5,Pública
2083,3,4,5,2,5,3,4,5,5,3,3,2,3,Pública
2084,5,5,6,5,6,6,5,6,5,5,6,6,6,Pública
2085,4,NA,5,5,5,5,4,5,3,5,5,5,4,Pública
2086,3,4,2,1,5,4,4,4,2,5,4,3,4,Pública
2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
2088,5,5,5,5,5,5,5,5,5,5,5,5,5,Pública
2089,3,5,4,2,4,3,4,4,1,4,4,5,5,Pública
2090,2,1,3,1,1,4,3,3,1,6,3,4,6,Pública
2091,4,5,4,2,3,6,4,5,2,6,3,6,3,Pública
2092,4,4,4,4,4,4,4,4,4,6,3,5,5,Pública
2093,1,1,1,1,1,6,4,5,1,4,6,3,2,Pública
2094,6,NA,5,3,4,6,6,6,5,6,5,6,6,Pública
2095,4,1,3,1,1,6,3,6,1,5,5,4,3,Pública
2096,3,1,NA,1,2,NA,1,3,1,5,5,NA,3,Pública
2097,3,1,4,2,2,5,3,5,1,5,5,5,4,Pública
2098,4,4,5,4,5,4,1,4,2,2,4,4,5,Pública
2099,2,1,2,2,1,1,1,2,1,3,3,4,2,Pública
2100,2,3,5,1,4,2,2,5,1,5,5,5,5,Pública
2101,2,2,2,1,NA,3,2,4,1,5,3,3,3,Pública
2102,3,2,5,2,3,4,1,5,3,6,4,4,NA,Pública
2103,4,6,5,4,5,6,5,6,4,6,5,5,5,Pública
2105,2,NA,2,2,6,5,1,3,1,6,6,3,2,Pública
2106,3,3,3,1,3,4,2,4,1,4,4,3,4,Pública
2107,4,5,4,3,NA,5,1,NA,3,6,5,4,3,Pública
2108,4,1,4,2,1,3,1,4,1,5,3,2,4,Pública
2109,3,NA,5,3,5,6,4,5,4,5,4,4,6,Pública
2110,4,2,4,2,5,5,3,4,3,5,5,5,5,Pública
2111,3,3,3,3,4,5,2,5,1,5,4,4,3,Pública
2112,6,5,5,4,5,6,4,6,3,6,5,6,4,Pública
2113,3,NA,4,4,4,5,2,NA,3,4,6,NA,5,Pública
2114,1,4,4,1,4,6,1,4,1,3,2,3,3,Pública
2115,5,3,4,4,4,5,4,4,2,6,5,5,3,Pública
2116,5,5,6,6,6,6,5,6,6,6,5,6,6,Pública
2117,3,5,4,4,5,6,5,2,2,6,6,4,4,Pública
2118,5,NA,5,4,5,5,5,NA,2,6,5,5,5,Pública
2119,4,4,3,1,2,6,3,5,1,4,5,6,5,Pública
2120,4,1,4,2,4,5,3,3,1,6,5,3,3,Pública
2121,4,NA,4,1,4,4,4,6,1,4,1,NA,2,Pública
2122,1,1,2,1,1,3,1,3,1,4,4,3,1,Pública
2123,2,1,4,1,1,4,1,2,1,4,2,1,1,Pública
2124,5,NA,5,3,2,5,3,5,2,6,4,5,3,Pública
2125,NA,NA,6,4,5,6,3,6,5,6,6,6,5,Pública
2126,3,4,4,5,5,4,4,5,3,6,4,5,4,Pública
2127,4,2,3,3,4,5,2,4,3,3,3,5,3,Pública
2128,2,1,4,3,1,3,2,5,2,5,5,5,4,Pública
2129,2,3,2,1,5,5,3,5,2,5,3,5,4,Pública
2130,1,1,6,1,1,3,4,5,1,2,3,4,3,Pública
2131,3,2,2,1,3,3,2,4,2,5,4,5,3,Pública
2132,3,NA,4,4,4,6,2,4,2,5,5,3,4,Pública
2134,2,2,NA,2,NA,3,5,4,1,6,2,4,3,Pública
2135,5,5,4,3,5,5,3,5,2,6,4,4,4,Pública
2136,5,3,5,3,4,5,5,5,4,5,5,5,5,Pública
2137,5,4,5,2,5,5,4,5,3,5,4,5,5,Pública
2138,6,1,5,5,6,6,5,6,6,6,3,6,2,Pública
2139,4,1,4,1,2,6,1,5,1,6,4,4,4,Pública
2140,1,1,2,1,2,3,3,4,1,4,3,4,3,Pública
2141,2,2,3,2,4,5,4,4,2,5,4,4,4,Pública
2142,4,4,4,3,4,5,4,5,2,5,6,5,4,Pública
2143,4,4,6,3,5,5,1,3,1,5,4,5,4,Pública
2144,2,NA,3,NA,NA,1,NA,2,2,4,2,3,1,Pública
2145,1,1,1,1,5,6,5,6,1,5,6,5,5,Pública
2146,2,3,4,4,4,4,4,4,3,5,4,6,5,Pública
2147,3,1,5,1,1,4,5,NA,2,4,5,5,4,Pública
2149,5,4,5,1,3,3,5,5,3,5,2,3,2,Pública
2150,3,NA,NA,1,NA,6,5,5,1,5,4,6,4,Pública
2151,2,1,2,1,1,1,1,3,1,6,3,3,2,Pública
2152,3,2,1,1,5,5,1,4,1,3,5,4,3,Pública
2153,4,5,3,1,3,4,1,5,1,5,4,4,2,Pública
2154,2,6,5,1,1,5,3,5,3,5,4,6,5,Pública
2155,5,3,2,1,2,5,1,3,1,5,3,6,2,Pública
2156,4,NA,3,1,3,4,2,NA,3,5,5,4,4,Pública
2157,3,3,2,3,2,3,2,3,1,3,3,4,4,Pública
2158,4,NA,2,1,2,4,2,4,1,4,4,4,5,Pública
2159,4,NA,3,3,5,5,4,4,3,5,4,3,3,Pública
2160,4,NA,3,3,4,5,4,4,2,5,5,4,4,Pública
2161,5,3,5,5,6,6,4,6,4,6,6,6,5,Pública
2162,1,1,2,1,3,5,3,1,2,4,3,3,1,Pública
2163,4,4,NA,2,2,5,5,4,5,3,4,6,4,Pública
2164,3,3,4,2,5,5,3,6,2,5,5,3,4,Pública
2165,2,2,2,1,4,2,3,4,1,3,4,3,3,Pública
2166,2,2,3,1,2,3,2,4,2,4,4,3,4,Pública
2167,3,4,2,3,4,4,2,4,1,4,4,3,2,Pública
2168,5,3,6,2,6,6,3,6,2,6,5,4,5,Pública
2169,4,5,4,2,3,4,2,4,3,5,4,5,5,Pública
2171,6,5,6,6,5,5,6,5,5,6,6,6,6,Pública
2172,4,4,NA,2,2,NA,NA,3,4,3,4,4,2,Pública
2173,2,3,3,1,5,4,5,5,2,5,5,5,5,Pública
2175,5,5,6,2,4,6,3,3,2,6,6,5,5,Pública
2176,1,1,2,1,4,4,2,5,1,4,2,5,6,Pública
2178,3,3,3,4,4,4,2,4,2,4,4,3,4,Pública
2179,4,4,4,2,3,6,4,6,1,5,5,1,5,Pública
2180,3,4,3,2,4,6,2,4,2,5,6,6,5,Pública
2181,3,5,4,2,4,5,2,5,3,4,4,5,4,Pública
2182,5,5,3,1,2,5,3,5,1,5,4,4,3,Pública
2184,2,1,1,1,2,1,1,5,1,2,4,4,1,Pública
2185,4,4,5,2,3,4,4,5,3,6,3,5,4,Pública
2186,NA,NA,3,3,3,NA,3,5,2,4,3,3,4,Pública
2187,6,5,1,1,4,6,1,3,3,4,4,2,2,Pública
2188,6,4,5,5,4,6,5,6,4,5,6,5,5,Pública
2189,1,2,2,NA,2,2,2,1,1,3,2,2,4,Pública
2190,3,4,6,1,2,NA,3,NA,3,3,6,6,4,Pública
2191,4,NA,4,1,2,5,3,4,2,5,5,3,1,Pública
2193,3,NA,3,1,1,2,1,4,1,3,3,3,3,Pública
2194,1,1,1,1,4,5,2,3,1,6,5,6,3,Pública
2195,5,NA,3,4,3,6,3,5,4,4,6,5,4,Pública
2196,6,2,5,4,4,6,6,5,4,5,6,6,5,Pública
2197,2,2,4,3,5,2,3,1,2,4,4,4,4,Pública
2198,2,1,3,2,2,3,3,3,2,4,5,3,3,Pública
2199,1,1,5,1,1,4,2,3,1,3,4,3,1,Pública
2200,3,NA,3,1,3,3,2,6,1,5,5,5,3,Pública
2202,3,3,4,3,5,6,6,5,1,6,4,6,6,Pública
2204,3,4,4,4,4,5,3,5,5,5,6,3,4,Pública
2205,5,1,NA,3,6,6,5,6,3,6,5,4,6,Pública
2206,5,5,6,3,6,6,4,4,3,6,3,4,4,Pública
2207,3,5,1,4,NA,NA,5,4,3,5,4,5,3,Pública
2208,NA,NA,4,NA,3,6,NA,NA,NA,4,4,2,NA,Pública
2209,6,6,6,1,1,4,5,6,6,5,4,4,4,Pública
2210,5,5,6,5,6,6,5,6,5,6,6,6,6,Pública
2211,5,5,5,5,5,6,2,4,5,5,5,4,5,Pública
2212,3,2,4,1,2,4,4,3,3,6,4,4,6,Pública
2213,1,5,6,2,4,4,4,4,2,4,5,4,3,Pública
2214,4,4,4,2,3,3,3,5,3,5,4,4,4,Pública
2215,NA,5,6,2,2,5,5,5,2,6,4,4,4,Pública
2216,4,5,5,3,4,6,6,5,4,6,6,6,6,Pública
2217,4,6,5,3,4,6,6,6,4,4,5,5,4,Pública
2218,4,4,4,2,3,NA,4,4,4,5,5,4,4,Pública
2219,5,5,6,5,5,5,5,4,4,5,4,5,6,Pública
2220,6,6,5,6,3,NA,6,5,2,6,4,4,6,Pública
2222,5,6,5,2,5,5,5,5,2,5,5,5,3,Pública
2223,4,NA,5,2,NA,NA,6,5,3,5,5,4,4,Pública
2224,4,6,5,5,4,4,5,3,4,5,5,5,4,Pública
2225,5,2,4,3,4,5,5,5,4,5,5,5,5,Pública
2226,5,5,4,4,3,5,4,4,2,4,2,4,4,Pública
2227,4,4,4,4,4,4,5,4,4,5,5,4,4,Pública
2228,4,3,3,1,1,4,2,3,1,3,6,2,4,Pública
2229,4,4,6,3,4,6,4,5,4,5,5,5,4,Pública
2230,2,3,3,2,2,4,2,5,1,6,4,2,5,Pública
2231,2,3,5,1,1,2,4,5,1,4,4,6,2,Pública
2232,6,6,6,6,6,6,5,6,5,6,6,6,6,Pública
2233,6,6,4,2,2,4,1,3,2,6,6,5,1,Pública
2234,6,NA,6,1,1,4,1,5,1,4,6,6,4,Pública
2236,6,NA,6,1,1,4,2,5,3,4,3,4,3,Pública
2238,3,3,2,2,4,1,1,2,2,3,1,5,4,Pública
2239,4,4,5,4,4,5,5,5,3,5,5,5,5,Pública
2240,2,1,3,1,1,2,1,2,1,2,4,3,1,Pública
2241,3,3,1,1,1,2,1,3,1,3,3,3,4,Pública
2242,4,3,5,2,6,6,4,5,4,6,5,5,5,Pública
2243,3,3,3,2,1,1,1,2,2,1,4,5,1,Pública
2244,5,NA,6,2,6,6,4,6,3,5,5,6,5,Pública
2245,3,3,3,1,2,3,4,4,1,5,4,4,4,Pública
2246,3,2,4,2,2,5,2,4,2,5,4,5,4,Pública
2247,4,4,6,4,4,5,4,6,1,5,5,6,5,Pública
2248,4,NA,6,3,NA,6,5,5,3,3,3,5,3,Pública
2249,6,4,5,5,4,4,4,5,3,6,4,6,6,Pública
2250,3,3,3,2,2,4,5,4,3,5,4,5,3,Pública
2251,2,1,1,1,1,3,2,3,1,4,4,2,2,Pública
2252,NA,NA,4,1,2,4,3,NA,2,4,4,5,5,Pública
2253,3,1,3,1,4,4,2,3,1,5,4,5,3,Pública
2254,5,NA,4,1,5,4,5,5,3,6,4,5,4,Pública
2255,2,3,5,3,2,2,2,5,2,5,4,5,3,Pública
2256,5,6,5,2,NA,5,4,NA,3,6,5,4,4,Pública
2257,3,5,4,4,4,4,3,NA,3,5,6,5,5,Pública
2258,2,1,4,1,1,2,3,1,1,4,5,2,1,Pública
2259,4,4,4,4,4,4,4,4,4,4,4,4,4,Pública
2260,5,5,6,4,4,4,4,6,5,4,4,6,6,Pública
2261,4,2,4,1,2,4,1,4,1,4,3,4,4,Pública
2262,1,3,5,1,1,1,1,4,1,3,3,3,5,Pública
2263,2,4,5,1,1,2,1,2,1,3,2,5,1,Pública
2264,4,2,4,3,3,4,3,4,3,5,3,6,5,Pública
2265,1,3,3,1,4,4,1,4,1,5,5,6,6,Pública
2266,5,4,5,4,5,4,5,5,4,5,5,5,4,Pública
2267,3,2,5,1,1,4,2,3,2,4,6,5,3,Pública
2268,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
2269,5,NA,5,4,5,4,2,6,2,5,4,6,3,Pública
2270,4,5,5,2,4,5,4,5,2,5,5,4,6,Pública
2271,5,5,6,3,5,5,3,5,2,5,5,5,4,Pública
2272,5,5,3,4,4,5,1,5,3,4,2,6,5,Pública
2273,3,5,3,2,2,3,1,4,2,4,3,5,3,Pública
2275,2,4,2,1,NA,NA,3,2,1,6,1,4,1,Pública
2276,4,4,4,1,4,4,3,4,1,5,4,4,4,Pública
2277,1,5,4,1,3,5,5,4,1,4,2,5,3,Pública
2278,3,4,5,1,NA,4,2,4,1,4,4,5,5,Pública
2279,3,4,3,1,1,3,3,3,3,4,3,3,2,Pública
2280,2,3,2,1,NA,4,5,4,2,4,4,4,4,Pública
2281,5,4,5,2,4,5,3,4,2,5,6,5,5,Pública
2282,5,6,5,2,3,5,2,4,2,5,3,5,3,Pública
2283,3,6,4,1,2,4,2,4,4,4,4,4,4,Pública
2284,3,2,4,2,2,4,2,4,3,4,4,3,3,Pública
2285,4,1,3,1,4,4,1,5,1,6,4,4,3,Pública
2286,3,3,3,3,3,3,4,4,1,5,5,5,5,Pública
2287,5,4,5,4,4,3,4,4,5,4,3,4,5,Pública
2288,3,1,5,1,1,2,4,2,1,4,4,5,3,Pública
2289,5,6,5,3,3,5,3,3,4,5,3,4,5,Pública
2290,5,2,4,1,4,4,3,4,3,3,3,2,3,Pública
2291,5,6,4,5,5,3,2,5,2,4,5,4,2,Pública
2293,5,6,4,2,NA,NA,1,4,1,4,3,5,4,Pública
2294,4,4,4,4,3,4,3,4,2,4,3,3,4,Pública
2295,4,5,4,4,4,5,4,4,3,6,4,6,4,Pública
2296,2,5,4,2,3,4,2,5,1,4,5,4,4,Pública
2297,2,1,1,1,3,NA,3,4,1,5,4,4,2,Pública
2298,6,6,5,3,4,4,3,4,4,4,4,4,2,Pública
2299,NA,NA,6,1,NA,NA,1,5,1,2,3,4,3,Pública
2300,4,2,4,1,3,4,3,3,1,5,3,5,4,Pública
2301,6,6,4,5,1,1,1,5,1,6,2,5,1,Pública
2302,1,1,1,1,1,1,1,2,1,3,1,2,1,Pública
2304,5,NA,4,1,1,5,3,4,2,5,4,4,4,Pública
2305,1,1,1,1,1,1,1,3,1,1,2,2,1,Pública
2306,6,6,2,1,2,5,1,1,1,3,4,6,6,Pública
2307,4,5,NA,3,2,NA,4,3,1,4,2,5,3,Pública
2310,NA,2,5,1,2,4,1,3,1,4,4,3,2,Pública
2311,2,1,2,1,1,5,3,3,1,6,4,4,5,Pública
2312,3,1,4,4,4,4,3,5,3,5,5,6,5,Pública
2314,5,5,5,5,5,6,5,4,3,4,3,4,1,Pública
2315,3,6,3,1,1,1,1,1,1,2,1,2,1,Pública
2316,3,1,6,2,2,3,3,3,2,3,4,4,4,Pública
2317,5,5,5,3,5,5,5,6,5,5,4,6,4,Pública
2318,6,5,4,1,3,4,3,5,2,6,6,5,5,Pública
2319,3,5,3,2,3,4,3,4,1,5,4,6,5,Pública
2320,3,1,4,1,1,2,2,4,1,3,4,4,3,Pública
2321,5,4,4,4,6,5,3,5,2,4,5,4,5,Pública
2322,5,NA,5,2,NA,5,3,4,3,5,5,5,4,Pública
2323,2,4,3,3,4,5,1,5,2,5,4,5,2,Pública
2324,NA,3,1,1,1,2,1,3,1,5,3,5,2,Pública
2325,4,4,5,2,3,4,3,4,2,3,3,4,4,Pública
2326,2,2,4,4,4,4,4,4,4,4,4,4,5,Pública
2327,4,1,3,2,1,3,2,5,2,5,5,5,5,Pública
2328,4,NA,5,1,NA,NA,2,NA,1,2,5,4,2,Pública
2329,4,3,5,1,2,3,1,5,1,5,3,6,2,Pública
2331,4,6,5,4,5,6,3,3,3,5,3,4,1,Pública
2332,4,2,3,3,3,3,2,3,2,4,4,3,4,Pública
2333,4,NA,5,NA,3,NA,2,4,2,2,3,3,1,Pública
2334,5,NA,4,2,5,NA,2,5,2,2,3,5,2,Pública
2335,4,4,4,3,3,4,3,5,3,4,4,5,3,Pública
2337,5,6,6,5,4,6,5,5,4,5,6,6,5,Pública
2339,4,6,5,1,4,5,2,4,4,6,5,6,5,Pública
2341,5,6,4,6,NA,4,5,5,5,5,6,5,5,Pública
2344,1,1,3,1,2,3,2,3,1,3,4,4,1,Pública
2345,1,5,5,2,1,1,2,1,1,4,2,1,2,Pública
2346,4,5,4,5,3,4,2,4,2,5,4,5,4,Pública
2347,2,3,1,1,3,NA,1,3,1,5,2,5,1,Pública
2348,4,5,5,4,2,4,1,4,4,5,4,4,5,Pública
2349,5,5,6,6,4,5,5,6,5,5,5,4,5,Pública
2350,1,5,4,1,1,3,2,5,2,5,3,6,3,Pública
2351,3,3,3,3,2,3,2,5,2,3,2,4,2,Pública
2352,2,3,2,1,3,1,1,4,1,3,3,5,1,Pública
2353,5,NA,4,3,1,4,1,4,1,4,6,4,1,Pública
2354,1,5,4,1,1,2,1,1,2,6,2,5,1,Pública
2355,2,4,6,1,2,4,1,4,3,2,5,3,2,Pública
2356,5,5,4,2,3,1,3,2,2,5,1,6,2,Pública
2357,4,5,5,1,2,2,1,5,1,3,2,4,1,Pública
2358,6,4,NA,3,NA,NA,2,3,1,4,6,6,1,Pública
2359,5,5,2,3,4,5,3,6,4,5,5,5,3,Pública
2360,6,6,4,6,2,6,4,5,5,3,5,6,2,Pública
2361,4,NA,5,2,5,4,3,4,2,5,4,5,2,Pública
2363,4,2,3,1,3,5,2,4,3,4,5,3,3,Pública
2364,4,4,6,1,4,6,6,6,6,6,6,6,6,Pública
2365,6,6,4,3,3,5,4,4,5,4,6,5,3,Pública
2366,3,3,3,3,3,3,1,3,3,2,3,3,3,Pública
2367,5,5,3,3,3,4,2,2,3,4,2,6,2,Pública
2368,4,3,4,3,3,5,3,5,3,4,4,5,5,Pública
2369,4,3,6,3,2,5,5,6,6,6,4,5,5,Pública
2370,3,6,5,NA,2,6,2,5,1,6,3,3,3,Pública
2371,4,4,2,2,5,3,2,1,2,4,3,4,2,Pública
2372,3,4,4,2,3,4,1,2,1,5,2,5,2,Pública
2373,4,4,4,1,3,4,2,3,1,6,6,5,3,Pública
2374,6,6,3,4,NA,NA,2,NA,2,3,3,4,1,Pública
2375,3,6,4,1,1,1,3,4,2,5,2,5,4,Pública
2376,3,5,2,2,5,5,5,4,2,6,1,5,5,Pública
2377,4,5,5,5,4,5,2,4,4,5,5,5,4,Pública
2378,4,6,5,2,1,4,1,5,1,4,6,4,2,Pública
2379,3,5,6,1,4,1,4,5,2,3,5,4,4,Pública
2380,6,6,6,1,1,6,2,3,4,4,4,3,2,Pública
2381,5,5,5,5,5,5,5,5,5,5,5,5,5,Pública
2382,5,4,4,3,3,4,3,5,3,4,4,5,4,Pública
2383,2,5,4,3,2,2,4,4,2,5,2,4,3,Pública
2384,3,4,3,1,2,3,2,3,2,3,3,3,3,Pública
2385,2,5,4,1,1,4,3,5,2,4,2,5,2,Pública
2386,5,4,1,1,4,4,1,4,1,4,3,4,2,Pública
2387,3,3,3,3,3,3,3,3,3,4,3,3,3,Pública
2388,5,5,3,5,1,4,2,5,3,4,4,5,4,Pública
2389,4,5,5,5,4,5,1,5,1,5,4,5,5,Pública
2390,6,5,5,5,4,5,2,4,3,5,4,6,4,Pública
2391,2,5,1,1,NA,NA,1,2,1,NA,4,5,1,Pública
2392,4,6,5,1,NA,NA,1,4,1,4,4,4,3,Pública
2393,4,6,6,4,5,5,4,4,5,6,5,4,5,Pública
2394,5,6,6,4,6,6,4,6,4,NA,4,6,4,Pública
2395,5,3,4,4,3,5,2,3,2,5,5,5,5,Pública
2396,4,5,6,4,2,4,5,5,1,5,5,5,6,Pública
2397,4,6,NA,3,3,4,3,6,5,5,6,5,1,Pública
2398,2,5,2,2,1,3,3,5,1,6,5,6,6,Pública
2399,2,4,3,1,1,2,1,2,1,3,2,5,1,Pública
2400,4,5,4,3,3,3,2,4,3,3,2,4,3,Pública
2401,5,6,5,5,6,6,4,5,2,5,3,6,4,Pública
2402,3,5,5,3,3,4,1,4,4,4,4,4,2,Pública
2403,3,5,4,4,3,3,1,5,3,4,3,5,4,Pública
2404,3,3,3,1,2,3,2,3,2,4,3,4,1,Pública
2405,5,6,6,6,5,5,4,3,5,4,5,4,2,Pública
2406,2,3,3,1,4,NA,1,3,1,6,6,3,4,Pública
2407,5,4,5,4,3,4,2,4,4,5,5,5,4,Pública
2408,3,5,2,NA,4,3,NA,5,2,3,1,4,1,Pública
2409,5,3,1,1,2,5,1,5,1,6,5,5,6,Pública
2410,5,4,2,3,NA,3,2,3,1,4,3,5,4,Pública
2411,5,5,5,2,4,3,2,5,2,5,5,5,4,Pública
2412,1,2,2,1,1,2,1,3,1,NA,5,2,1,Pública
2413,4,5,5,2,4,4,6,5,3,5,4,5,3,Pública
2414,5,5,3,1,NA,NA,1,4,1,5,4,5,3,Pública
2415,5,6,5,4,2,3,1,5,2,5,4,5,4,Pública
2416,3,6,4,1,4,3,1,5,1,3,5,6,6,Pública
2417,1,4,5,1,1,1,1,3,1,2,5,3,1,Pública
2418,5,5,5,5,5,5,5,5,5,4,5,5,5,Pública
2419,4,6,5,4,6,6,4,5,2,5,5,6,6,Pública
2421,5,5,4,2,5,5,4,3,4,5,3,3,2,Pública
2422,6,6,5,2,NA,NA,6,5,4,6,2,6,3,Pública
2423,5,4,3,2,3,3,3,4,1,5,5,6,3,Pública
2424,3,6,3,2,NA,5,3,4,2,5,4,5,4,Pública
2425,1,1,2,1,1,1,1,1,1,2,1,2,1,Pública
2426,6,6,4,1,1,3,1,1,1,2,2,6,1,Pública
2428,6,6,6,5,5,5,4,5,6,6,5,6,6,Pública
2429,6,3,6,6,6,6,2,6,3,6,6,6,6,Pública
2430,2,4,4,1,2,6,3,4,1,6,6,5,5,Pública
2431,1,3,5,1,1,3,1,1,3,3,3,2,3,Pública
2432,6,6,5,3,4,6,5,3,2,5,5,4,3,Pública
2435,2,3,2,1,NA,NA,1,2,1,4,3,3,1,Pública
2436,3,3,3,1,2,3,1,4,3,4,4,3,3,Pública
2437,4,6,5,2,4,4,1,5,3,4,2,5,3,Pública
2438,4,4,4,4,4,4,4,4,4,4,4,4,4,Pública
2439,5,5,5,3,NA,NA,1,4,3,4,4,5,2,Pública
2440,4,3,3,2,1,2,1,5,3,4,1,5,2,Pública
2441,3,4,3,2,6,NA,2,3,1,5,2,2,1,Pública
2442,5,4,5,5,5,5,1,4,2,1,4,6,1,Pública
2443,5,4,4,3,2,5,3,3,3,5,4,4,4,Pública
2444,3,5,5,4,3,5,4,4,4,5,5,5,4,Pública
2445,5,4,5,5,5,5,2,5,5,5,6,5,6,Pública
2446,6,6,6,4,2,4,3,4,3,4,3,4,5,Pública
2447,2,6,4,1,NA,NA,1,2,1,2,1,2,1,Pública
2448,5,3,2,5,4,1,4,3,1,4,2,5,1,Pública
2449,3,4,2,1,2,2,2,NA,1,5,4,2,2,Pública
2450,5,5,5,5,5,5,5,5,5,5,5,5,5,Pública
2451,6,6,5,6,2,5,1,4,1,5,4,5,3,Pública
2452,6,5,5,3,3,5,1,2,3,5,2,5,1,Pública
2453,6,6,6,6,6,6,6,6,6,NA,6,6,6,Pública
2454,4,2,3,3,3,2,6,5,2,4,3,4,2,Pública
2455,4,NA,3,4,4,4,6,5,2,5,4,5,4,Pública
2456,6,6,6,5,5,5,6,5,5,5,5,6,6,Pública
2457,5,NA,6,NA,NA,6,5,3,3,6,6,3,6,Pública
2458,6,6,NA,4,NA,5,2,5,3,5,5,2,3,Pública
2459,6,6,NA,NA,1,3,5,4,6,4,4,5,2,Pública
2460,3,5,5,5,5,5,5,5,5,6,5,NA,4,Pública
2461,5,5,4,3,5,4,4,5,2,5,4,5,3,Pública
2462,4,3,4,1,1,4,3,4,2,4,4,4,3,Pública
2463,6,5,6,5,5,5,5,4,4,5,4,6,5,Pública
2464,4,4,5,3,3,3,5,4,3,6,5,5,5,Pública
2465,3,NA,5,2,NA,5,5,4,3,5,6,5,5,Pública
2466,4,NA,1,4,4,4,1,4,1,5,5,6,6,Pública
2467,6,6,6,3,6,6,6,6,6,6,6,6,6,Pública
2468,3,3,4,4,2,5,5,4,2,5,3,3,3,Pública
2469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
