id,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,CO_RS_I9,Categoria
6326,56.7,64.6,71.4,54.5,39,75,30,70,50,75,54,C,Pública
6327,21.8,25.7,42.9,0,0,0,0,0,0,0,20.5,C,Pública
6328,63.2,69.8,71.4,67.5,62,90,55,73,65,75,61,C,Pública
6329,30.1,63.4,85.7,30,60,80,55,0,0,0,19,C,Pública
6330,43.8,52.2,28.6,87.5,77,65,80,98,90,100,41,C,Pública
6331,46.7,55.5,57.1,53,35,55,30,71,55,75,43.7,C,Pública
6332,53.8,78.2,85.7,67,62,50,65,72,60,75,45.7,D,Pública
6333,31,38.6,14.3,75,77,65,80,73,65,75,28.4,C,Pública
6334,42.2,42.8,28.6,64,58,50,60,70,50,75,42,B,Pública
6335,54.5,44,28.6,67,61,65,60,73,65,75,58,B,Pública
6336,65.4,59.5,42.9,84.5,76,80,75,93,65,100,67.4,C,Pública
6337,51.3,62.8,71.4,50,71,75,70,29,65,20,47.5,C,Pública
6338,17.9,23.4,14.3,37,25,65,15,49,65,45,16,C,Pública
6339,54.1,52.7,42.9,67.5,61,65,60,74,90,70,54.5,D,Pública
6340,53.6,57.1,42.9,78.5,85,65,90,72,60,75,52.4,D,Pública
6341,53.9,57.9,42.9,80.5,71,55,75,90,50,100,52.6,D,Pública
6342,20.9,35.6,28.6,46,42,50,40,50,50,50,16,C,Pública
6343,54.4,58.9,57.1,61.5,72,80,70,51,75,45,52.9,C,Pública
6344,36.1,35.4,28.6,45.5,55,55,55,36,80,25,36.3,D,Pública
6345,57.2,59.9,57.1,64,75,55,80,53,65,50,56.3,D,Pública
6346,42.9,56.6,71.4,34.5,34,70,25,35,75,25,38.3,E,Pública
6347,22.5,45.4,28.6,70.5,69,65,70,72,80,70,14.8,E,Pública
6349,29,33.6,28.6,41,25,65,15,57,85,50,27.4,C,Pública
6350,36.3,34.3,57.1,0,0,0,0,0,0,0,37,E,Pública
6351,52.4,47.9,57.1,34,37,65,30,31,55,25,53.9,C,Pública
6352,35,33.4,28.6,40.5,50,50,50,31,55,25,35.5,C,Pública
6353,47.8,51.3,57.1,42.5,55,55,55,30,50,25,46.6,E,Pública
6354,55.1,68,71.4,63,75,55,80,51,75,45,50.8,D,Pública
6355,39.8,60.3,57.1,65,55,55,55,75,75,75,32.9,C,Pública
6356,58.5,86.6,85.7,88,80,80,80,96,80,100,49.1,C,Pública
6357,31.7,49.5,42.9,59.5,73,65,75,46,50,45,25.7,C,Pública
6358,32.7,26.7,42.9,2.5,5,25,0,0,0,0,34.7,B,Pública
6359,15.4,42,28.6,62,50,50,50,74,70,75,6.5,.,Pública
6360,40.6,46.5,42.9,52,57,85,50,47,55,45,38.6,B,Pública
6361,22.1,33,28.6,39.5,48,60,45,31,75,20,18.4,C,Pública
6362,41.7,62.5,42.9,92,90,50,100,94,70,100,34.8,D,Pública
6363,49.8,53.7,42.9,70,69,65,70,71,55,75,48.5,C,Pública
6364,34.6,53.3,57.1,47.5,64,60,65,31,55,25,28.4,D,Pública
6365,33.2,41,28.6,59.5,49,65,45,70,50,75,30.6,D,Pública
6366,39.2,36.4,28.6,48,30,50,25,66,30,75,40.1,E,Pública
6367,46,39.7,42.9,35,39,75,30,31,55,25,48.1,C,Pública
6369,21.5,31.2,14.3,56.5,66,30,75,47,55,45,18.3,C,Pública
6370,41.9,47.6,28.6,76,77,65,80,75,75,75,40,E,Pública
6372,65.3,59.2,50,73,71,75,70,75,75,75,67.3,E,Pública
6373,54,63.7,62.5,65.5,71,75,70,60,100,50,50.7,D,Pública
6374,42.2,70.8,75,64.5,64,40,70,65,45,70,32.7,D,Pública
6375,39.6,30,50,0,0,40,0,0,0,0,42.8,E,Pública
6376,50.4,76.6,75,79,88,80,90,70,50,75,41.7,D,Pública
6377,55.2,71.5,87.5,47.5,80,80,80,15,75,0,49.8,E,Pública
6378,59.4,70.8,75,64.5,79,75,80,50,70,45,55.6,D,Pública
6379,62.2,65.7,62.5,70.5,70,90,65,71,75,70,61,D,Pública
6380,56.2,65.8,75,52,55,55,55,49,65,45,53,E,Pública
6381,35.5,37.5,62.5,0,0,0,0,0,0,0,34.8,B,Pública
6382,54.8,71.2,75,65.5,58,70,55,73,65,75,49.3,E,Pública
6383,61.1,76.2,75,78,66,70,65,90,50,100,56.1,C,Pública
6384,49.5,64.4,50,86,78,70,80,94,70,100,44.5,D,Pública
6385,46.7,59.5,62.5,55,41,85,30,69,65,70,42.4,C,Pública
6386,50.8,58.4,50,71,65,65,65,77,85,75,48.3,D,Pública
6388,61.8,74.6,75,74,79,75,80,69,65,70,57.5,D,Pública
6389,59.1,78.6,75,84,72,80,70,96,80,100,52.6,D,Pública
6390,63.6,77.2,75,80.5,97,85,100,64,40,70,59.1,D,Pública
6391,36.7,62.7,62.5,63,75,55,80,51,75,45,28,C,Pública
6392,17.2,52.8,50,57,42,50,40,72,60,75,5.3,C,Pública
6393,43.1,64.8,50,87,84,60,90,90,50,100,35.8,.,Pública
6394,46.3,63.1,62.5,64,57,65,55,71,55,75,40.7,D,Pública
6395,67,59.3,62.5,54.5,56,60,55,53,65,50,69.5,B,Pública
6396,41.9,46.9,37.5,61,65,65,65,57,85,50,40.2,C,Pública
6397,43.8,42.2,25,68,70,50,75,66,50,70,44.3,D,Pública
6398,47.7,75.2,75,75.5,78,70,80,73,65,75,38.5,D,Pública
6399,44.6,75.8,75,77,79,75,80,75,75,75,34.2,C,Pública
6400,59.7,82.8,75,94.5,95,75,100,94,70,100,52,C,Pública
6401,33,58,50,70,46,70,40,94,70,100,24.7,C,Pública
6402,55.3,73.4,75,71,67,75,65,75,75,75,49.3,D,Pública
6403,63.5,67.8,50,94.5,96,80,100,93,65,100,62.1,E,Pública
6404,29.6,36,50,15,30,50,25,0,0,0,27.5,E,Pública
6405,50.2,61.7,62.5,60.5,69,85,65,52,80,45,46.3,D,Pública
6406,44,43.8,50,34.5,0,0,0,69,65,70,44,D,Pública
6407,48.8,37.5,62.5,0,0,0,0,0,0,0,52.5,B,Pública
6408,37.1,56.7,37.5,85.5,98,90,100,73,65,75,30.5,C,Pública
6409,46,56.6,50,66.5,62,50,65,71,55,75,42.5,B,Pública
6410,35.6,58.3,62.5,52,58,70,55,46,50,45,28,D,Pública
6411,31.7,45.6,25,76.5,63,55,65,90,50,100,27,D,Pública
6412,48,49.1,37.5,66.5,62,50,65,71,55,75,47.6,.,Pública
6413,35.2,36.5,37.5,35,70,50,75,0,0,0,34.8,.,Pública
6414,29.5,45.5,37.5,57.5,67,55,70,48,60,45,24.2,E,Pública
6415,42.4,71.3,62.5,84.5,78,70,80,91,55,100,32.7,D,Pública
6416,29.7,60.7,62.5,58,45,65,40,71,75,70,19.3,E,Pública
6417,49.8,34.5,37.5,30,37,65,30,23,35,20,54.9,D,Pública
6419,67.2,74,75,72.5,79,75,80,66,50,70,64.9,C,Pública
6421,52.2,49.6,25,86.5,75,75,75,98,90,100,53,C,Pública
6423,53.4,61.3,62.5,59.5,68,80,65,51,55,50,50.8,C,Pública
6424,42.3,38,50,20,30,90,15,10,50,0,43.7,D,Pública
6425,54.3,58.1,62.5,51.5,55,75,50,48,40,50,53,B,Pública
6426,52.4,57.9,37.5,88.5,87,75,90,90,50,100,50.5,D,Pública
6427,43.9,52.6,50,56.5,45,65,40,68,40,75,41,C,Pública
6428,50.5,60.9,62.5,58.5,42,50,40,75,75,75,47,D,Pública
6429,63.9,72.8,75,69.5,66,70,65,73,65,75,60.9,C,Pública
6430,50.5,58.6,50,71.5,72,60,75,71,75,70,47.8,C,Pública
6431,35,48,50,45,40,80,30,50,50,50,30.6,C,Pública
6434,50.2,55.4,50,63.5,76,60,80,51,55,50,48.5,C,Pública
6435,41.7,37.9,37.5,38.5,47,75,40,30,70,20,43,C,Pública
6436,63.1,70.7,62.5,83,96,80,100,70,50,75,60.6,.,Pública
6437,76.7,72.6,75,69,82,50,90,56,100,45,78.1,D,Pública
6438,53.3,52.5,37.5,75,79,75,80,71,55,75,53.6,.,Pública
6439,33.1,25.5,12.5,45,0,0,0,90,50,100,35.6,.,Pública
6440,63.7,67.5,62.5,75,75,75,75,75,75,75,62.4,D,Pública
6441,60.8,73,75,70,67,75,65,73,65,75,56.7,D,Pública
6442,24.7,36.2,25,53,53,65,50,53,65,50,20.9,D,Pública
6443,50.8,74,75,72.5,79,75,80,66,50,70,43,B,Pública
6444,23.6,52.9,37.5,76,82,50,90,70,50,75,13.8,.,Pública
6445,53,44.2,25,73,51,55,50,95,75,100,55.9,C,Pública
6446,55.8,54.1,37.5,79,91,55,100,67,55,70,56.4,C,Pública
6447,45.9,48.4,50,46,46,30,50,46,30,50,45,C,Pública
6448,76.4,68.3,62.5,77,78,90,75,76,80,75,79.1,.,Pública
6449,54.6,63.8,50,84.5,74,50,80,95,75,100,51.5,B,Pública
6450,51.3,55.6,50,64,59,75,55,69,65,70,49.8,C,Pública
6451,38.4,40.5,37.5,45,69,85,65,21,25,20,37.7,D,Pública
6452,54.5,22.5,37.5,0,0,0,0,0,0,0,65.2,C,Pública
6453,49.1,53,50,57.5,42,50,40,73,65,75,47.8,C,Pública
6454,56.5,76.6,75,79,88,80,90,70,50,75,49.8,C,Pública
6455,49.1,55.3,62.5,44.5,89,45,100,0,0,0,47,B,Pública
6456,68.1,64.3,62.5,67,41,85,30,93,65,100,69.3,C,Pública
6457,45.8,48,50,45,44,60,40,46,50,45,45,D,Pública
6458,45.5,52.8,50,57,58,70,55,56,80,50,43,C,Pública
6459,57.2,69.6,75,61.5,76,80,75,47,55,45,53,E,Pública
6460,41.4,66.4,50,91,89,85,90,93,65,100,33.1,C,Pública
6461,55.9,69.6,75,61.5,55,75,50,68,40,75,51.3,C,Pública
6462,82.3,94.8,100,87,79,75,80,95,75,100,78.1,D,Pública
6463,42,19.3,12.5,29.5,33,65,25,26,30,25,49.5,B,Pública
6464,71.8,73.3,62.5,89.5,88,80,90,91,55,100,71.3,.,Pública
6465,53.8,71.9,62.5,86,79,75,80,93,65,100,47.8,B,Pública
6466,60,55.6,50,64,55,75,50,73,65,75,61.5,C,Pública
6467,59.3,59.6,50,74,81,85,80,67,55,70,59.2,A,Pública
6468,66.4,73.8,75,72,68,100,60,76,80,75,63.9,C,Pública
6469,87.8,87.5,87.5,87.5,79,75,80,96,80,100,87.9,.,Pública
6471,64.7,77,75,80,87,75,90,73,65,75,60.6,D,Pública
6472,35,47.4,50,43.5,56,60,55,31,55,25,30.8,B,Pública
6473,45.6,63.1,62.5,64,78,70,80,50,50,50,39.7,C,Pública
6474,43.9,30,50,0,0,0,0,0,0,0,48.5,B,Pública
6475,29.8,40.2,25,63,55,75,50,71,75,70,26.3,C,Pública
6476,21.5,37.5,62.5,0,0,0,0,0,0,0,16.2,B,Pública
6477,17.6,33.6,25,46.5,37,65,30,56,100,45,12.2,A,Pública
6479,0,0,0,0,0,0,0,0,0,0,0,*,Pública
6483,56.1,59.9,62.5,56,85,65,90,27,55,20,54.8,E,Pública
6484,3.1,0,0,0,0,0,0,0,0,0,4.1,B,Pública
6485,32.5,45,75,0,0,0,0,0,0,0,28.3,B,Pública
6487,31.6,40,25,62.5,58,50,60,67,55,70,28.8,D,Pública
6488,14,7.5,12.5,0,0,0,0,0,0,0,16.2,C,Pública
6490,89.9,69.3,62.5,79.5,66,70,65,93,65,100,96.8,D,Pública
6491,45.2,32.7,12.5,63,55,75,50,71,75,70,49.3,B,Pública
6493,43,44.6,25,74,76,60,80,72,80,70,42.5,D,Pública
6494,49.8,53.5,62.5,40,80,80,80,0,0,0,48.5,D,Pública
6495,23.8,15,25,0,0,0,0,0,0,0,26.7,B,Pública
6496,46.2,54.3,37.5,79.5,66,90,60,93,65,100,43.5,D,Pública
6497,28.3,63.5,62.5,65,57,85,50,73,65,75,16.6,B,Pública
6498,37.3,54.3,62.5,42,58,50,60,26,50,20,31.6,C,Pública
6499,31.7,45.6,50,39,78,70,80,0,0,0,27,D,Pública
6501,46,58.8,75,34.5,69,65,70,0,0,0,41.7,D,Pública
6502,39.8,52.2,50,55.5,61,85,55,50,50,50,35.6,D,Pública
6504,41.6,51.7,62.5,35.5,71,55,75,0,50,0,38.2,E,Pública
6506,45.4,38.9,37.5,41,56,60,55,26,50,20,47.6,C,Pública
6507,48.2,54.2,50,60.5,47,75,40,74,70,75,46.2,C,Pública
6508,42.8,68.7,62.5,78,61,65,60,95,75,100,34.1,.,Pública
6511,46.4,76.2,75,78,87,75,90,69,65,70,36.5,D,Pública
6512,25.8,14.5,12.5,17.5,35,55,30,0,0,0,29.6,C,Pública
6513,70.4,67.6,75,56.5,57,65,55,56,80,50,71.3,.,Pública
6515,73.4,76.8,75,79.5,88,80,90,71,55,75,72.3,D,Pública
6516,51.7,53.6,50,59,54,70,50,64,40,70,51.1,E,Pública
6517,47,65.1,62.5,69,87,75,90,51,75,45,41,E,Pública
6518,41.2,52.7,37.5,75.5,58,50,60,93,65,100,37.3,D,Pública
6519,48.1,69.2,75,60.5,45,65,40,76,80,75,41,D,Pública
6520,39.5,22.5,37.5,0,0,0,0,0,0,0,45.2,C,Pública
6522,40.3,50.1,37.5,69,70,70,70,68,60,70,37,E,Pública
6523,55.1,54.6,50,61.5,48,60,45,75,75,75,55.3,C,Pública
6526,49,59,50,72.5,51,55,50,94,70,100,45.6,C,Pública
6527,22.6,23.6,25,21.5,43,55,40,0,55,0,22.2,C,Pública
6528,51.8,68.5,62.5,77.5,86,70,90,69,65,70,46.2,D,Pública
6529,40,60,75,37.5,30,50,25,45,25,50,33.3,B,Pública
6531,70.7,50.1,62.5,31.5,63,75,60,0,0,0,77.6,C,Pública
6532,47.8,42.2,25,68,64,60,65,72,80,70,49.6,D,Pública
6533,64.2,52.5,87.5,0,0,0,0,0,0,0,68.1,D,Pública
6534,73,89.8,100,74.5,94,70,100,55,75,50,67.4,D,Pública
6535,61.4,46.4,50,41,52,60,50,30,50,25,66.4,D,Pública
6536,41,44.7,37.5,55.5,70,50,75,41,25,45,39.7,C,Pública
6537,48.8,49.8,50,49.5,64,60,65,35,75,25,48.4,C,Pública
6538,71.1,73.4,75,71,68,60,70,74,90,70,70.3,C,Pública
6539,58.7,59.4,50,73.5,74,50,80,73,65,75,58.5,E,Pública
6541,35.9,37.8,25,57,67,75,65,47,55,45,35.2,C,Pública
6542,45.8,66.3,62.5,72,72,80,70,72,80,70,39,C,Pública
6544,35.5,26,25,27.5,55,75,50,0,50,0,38.7,D,Pública
6545,29.5,24.5,12.5,42.5,57,65,55,28,40,25,31.1,.,Pública
6546,56,58,50,70,66,70,65,74,70,75,55.3,A,Pública
6547,67.2,70.9,62.5,83.5,71,75,70,96,80,100,65.9,E,Pública
6548,30.8,34.4,25,48.5,47,75,40,50,50,50,29.6,C,Pública
6549,65.2,60,50,75,75,55,80,75,75,75,66.9,D,Pública
6550,46.8,56.5,37.5,85,79,75,80,91,55,100,43.5,D,Pública
6551,37.8,51.5,62.5,35,46,70,40,24,40,20,33.2,E,Pública
6552,64.4,63.1,62.5,64,52,60,50,76,80,75,64.8,C,Pública
6553,47.3,48.3,37.5,64.5,55,75,50,74,70,75,46.9,C,Pública
6554,30.3,32.3,37.5,24.5,0,80,0,49,65,45,29.6,D,Pública
6555,50.6,55.9,37.5,83.5,92,60,100,75,75,75,48.8,E,Pública
6556,31.7,37.8,25,57,63,55,65,51,75,45,29.7,.,Pública
6557,63,50.3,37.5,69.5,64,80,60,75,75,75,67.2,D,Pública
6558,47.5,47.2,50,43,35,55,30,51,75,45,47.6,B,Pública
6559,52.4,44.5,37.5,55,37,65,30,73,65,75,55,D,Pública
6560,59.6,63.2,50,83,95,75,100,71,75,70,58.4,D,Pública
6561,51.1,62.3,62.5,62,73,65,75,51,75,45,47.4,D,Pública
6562,56.7,55,50,62.5,51,75,45,74,70,75,57.3,B,Pública
6563,56.8,69.8,75,62,75,75,75,49,65,45,52.4,D,Pública
6564,45.1,48.4,50,46,24,60,15,68,60,70,44,D,Pública
6565,69.4,72.6,75,69,61,65,60,77,85,75,68.3,B,Pública
6566,48.5,63.5,62.5,65,61,65,60,69,45,75,43.5,C,Pública
6567,53.9,45,75,0,0,0,0,0,0,0,56.8,C,Pública
6568,54.2,64.8,50,87,79,75,80,95,75,100,50.6,D,Pública
6570,58.8,45.5,37.5,57.5,60,60,60,55,75,50,63.2,B,Pública
6571,34.7,31.7,37.5,23,36,60,30,10,50,0,35.7,D,Pública
6572,26.6,45.8,50,39.5,32,60,25,47,55,45,20.2,C,Pública
6573,38,62.7,62.5,63,64,60,65,62,30,70,29.8,B,Pública
6574,60.6,71.2,75,65.5,59,75,55,72,80,70,57.1,D,Pública
6575,45.9,81.7,87.5,73,75,55,80,71,75,70,33.9,E,Pública
6576,63.2,69.1,62.5,79,62,70,60,96,80,100,61.2,D,Pública
6577,22,15,25,0,0,0,0,0,0,0,24.3,B,Pública
6578,25,15,25,0,0,0,0,0,0,0,28.3,E,Pública
6579,45.2,44.3,37.5,54.5,59,75,55,50,50,50,45.5,D,Pública
6581,24.3,52.5,37.5,75,63,75,60,87,35,100,14.9,C,Pública
6582,51.8,60,50,75,81,85,80,69,65,70,49,E,Pública
6583,44.6,44.8,50,37,74,50,80,0,0,0,44.5,C,Pública
6584,31.3,39.3,37.5,42,74,50,80,10,50,0,28.6,D,Pública
6586,25.8,42.7,37.5,50.5,46,70,40,55,75,50,20.2,C,Pública
6587,54.5,53,50,57.5,66,70,65,49,45,50,55,B,Pública
6588,49.3,72.6,75,69,63,75,60,75,75,75,41.5,D,Pública
6589,23.4,44.9,37.5,56,61,65,60,51,75,45,16.2,C,Pública
6590,67.9,83.5,87.5,77.5,87,75,90,68,60,70,62.7,E,Pública
6591,43.9,49.7,37.5,68,91,55,100,45,25,50,42,C,Pública
6592,28.3,45.5,37.5,57.5,63,55,65,52,60,50,22.5,D,Pública
6593,68.6,80.3,87.5,69.5,64,60,65,75,75,75,64.7,C,Pública
6594,49.3,57.3,37.5,87,78,70,80,96,80,100,46.6,C,Pública
6596,47.2,56.9,37.5,86,82,50,90,90,50,100,44,C,Pública
6597,62.5,68.9,62.5,78.5,64,60,65,93,65,100,60.4,D,Pública
6598,41.4,42.1,37.5,49,67,75,65,31,75,20,41.2,D,Pública
6601,54.3,75.4,75,76,79,75,80,73,85,70,47.3,D,Pública
6602,65.2,45,75,0,0,0,0,0,0,0,71.9,E,Pública
6603,72.4,84.7,87.5,80.5,68,80,65,93,65,100,68.3,E,Pública
6604,79,89.3,87.5,92,87,75,90,97,85,100,75.6,D,Pública
6605,45.3,53.5,62.5,40,33,65,25,47,55,45,42.5,D,Pública
6606,40.3,52.7,37.5,75.5,55,75,50,96,80,100,36.1,C,Pública
6607,60.3,61.5,62.5,60,51,75,45,69,65,70,59.9,D,Pública
6608,48.2,78.3,87.5,64.5,34,50,30,95,75,100,38.2,E,Pública
6609,36.6,65.1,62.5,69,63,75,60,75,75,75,27.1,D,Pública
6610,42.1,71.3,62.5,84.5,77,65,80,92,60,100,32.4,D,Pública
6611,35.1,55.4,50,63.5,79,75,80,48,40,50,28.3,D,Pública
6612,36.2,58.8,50,72,70,50,75,74,70,75,28.6,D,Pública
6613,34.8,29.7,12.5,55.5,61,65,60,50,50,50,36.5,B,Pública
6614,40.2,45.2,25,75.5,78,70,80,73,65,75,38.5,C,Pública
6615,34,35.1,37.5,31.5,63,75,60,0,0,0,33.6,C,Pública
6616,52.7,67.2,75,55.5,81,85,80,30,50,25,47.8,D,Pública
6617,47.9,60.6,50,76.5,79,75,80,74,90,70,43.7,C,Pública
6618,38.4,55.2,50,63,75,75,75,51,75,45,32.8,C,Pública
6620,33.3,65.1,62.5,69,65,65,65,73,65,75,22.7,D,Pública
6621,32.6,47.6,50,44,22,50,15,66,30,75,27.6,B,Pública
6622,47.5,57.2,50,68,63,75,60,73,65,75,44.2,E,Pública
6623,30.7,56.8,50,67,67,75,65,67,55,70,22,C,Pública
6625,40.6,68.5,62.5,77.5,59,75,55,96,80,100,31.3,D,Pública
6626,34.4,42.9,37.5,51,61,65,60,41,25,45,31.5,B,Pública
6627,35.7,60.1,62.5,56.5,60,80,55,53,85,45,27.5,D,Pública
6629,36.9,60,50,75,56,80,50,94,70,100,29.2,D,Pública
6630,49,65,75,50,48,80,40,52,80,45,43.7,C,Pública
6631,28.4,38.4,50,21,42,50,40,0,0,0,25,D,Pública
6632,51,60.4,50,76,79,75,80,73,65,75,47.8,E,Pública
6633,47.5,85.6,100,64,82,90,80,46,50,45,34.8,E,Pública
6634,46.7,67.7,62.5,75.5,76,80,75,75,75,75,39.7,C,Pública
6635,42.3,66.1,87.5,34,68,40,75,0,0,0,34.4,D,Pública
6636,44.5,85.3,87.5,82,95,75,100,69,65,70,30.9,E,Pública
6637,35,67.5,62.5,75,79,75,80,71,75,70,24.1,B,Pública
6638,29.7,36.2,25,53,55,55,55,51,55,50,27.5,C,Pública
6639,28.8,32.7,37.5,25.5,0,0,0,51,55,50,27.5,E,Pública
6640,44.2,34.9,37.5,31,54,50,55,8,40,0,47.3,D,Pública
6641,46.3,56.3,62.5,47,26,30,25,68,60,70,42.9,E,Pública
6642,49,54.1,62.5,41.5,54,50,55,29,65,20,47.3,E,Pública
6643,30.8,47.7,37.5,63,56,60,55,70,50,75,25.2,D,Pública
6644,39.2,68.4,75,58.5,82,90,80,35,75,25,29.5,E,Pública
6645,42.8,62.5,62.5,62.5,76,60,80,49,65,45,36.2,C,Pública
6646,30.9,47.9,37.5,63.5,74,50,80,53,65,50,25.2,E,Pública
6647,26.8,37.5,62.5,0,0,0,0,0,0,0,23.2,D,Pública
6648,40.4,71.6,75,66.5,64,60,65,69,65,70,30,D,Pública
6649,20.5,38.3,37.5,39.5,79,75,80,0,0,0,14.6,C,Pública
6650,42.1,44.8,25,74.5,74,70,75,75,75,75,41.2,E,Pública
6651,46.4,61.8,50,79.5,86,70,90,73,85,70,41.3,C,Pública
6652,34,71.5,62.5,85,75,55,80,95,75,100,21.5,B,Pública
6653,16.8,44.2,25,73,71,55,75,75,75,75,7.7,B,Pública
6654,42.2,57.2,50,68,63,75,60,73,65,75,37.2,D,Pública
6655,33.9,40.6,25,64,58,50,60,70,50,75,31.7,D,Pública
6656,31,55.5,37.5,82.5,93,65,100,72,60,75,22.8,D,Pública
6657,39.5,57.8,50,69.5,63,75,60,76,80,75,33.4,D,Pública
6658,37.9,55.6,50,64,59,75,55,69,65,70,32,D,Pública
6659,9.1,25.1,12.5,44,72,40,80,16,80,0,3.8,E,Pública
6660,48.8,74.4,75,73.5,55,75,50,92,60,100,40.3,C,Pública
6661,28.5,61.1,62.5,59,63,75,60,55,75,50,17.6,D,Pública
6662,23.5,47.5,37.5,62.5,74,70,75,51,75,45,15.5,D,Pública
6663,21.6,56.3,37.5,84.5,78,70,80,91,55,100,10,C,Pública
6664,27.7,6.4,0,16,22,50,15,10,50,0,34.8,B,Pública
6666,40.8,57.2,50,68,63,75,60,73,65,75,35.3,B,Pública
6667,31.3,44.3,37.5,54.5,58,70,55,51,75,45,27,D,Pública
6668,42.1,57.6,50,69,70,70,70,68,60,70,36.9,B,Pública
6669,18.8,28.5,12.5,52.5,54,70,50,51,75,45,15.5,C,Pública
6670,30.2,27.9,37.5,13.5,22,50,15,5,25,0,30.9,C,Pública
6672,40.9,72.8,75,69.5,65,85,60,74,70,75,30.3,D,Pública
6673,34.3,54.7,62.5,43,39,75,30,47,55,45,27.5,D,Pública
6674,37.5,63.1,62.5,64,55,55,55,73,65,75,29,B,Pública
6675,29.6,57.3,62.5,49.5,51,35,55,48,60,45,20.3,D,Pública
6676,39.4,52.7,37.5,75.5,56,60,55,95,75,100,35,C,Pública
6677,37.6,53.2,50,58,44,60,40,72,80,70,32.4,E,Pública
6678,51.4,49.4,50,48.5,44,60,40,53,65,50,52.1,D,Pública
6679,38.3,46.9,37.5,61,71,75,70,51,75,45,35.4,E,Pública
6680,47.8,59.1,37.5,91.5,92,60,100,91,55,100,44,C,Pública
6681,57.6,87,100,67.5,80,80,80,55,75,50,47.8,D,Pública
6682,46.8,65.9,62.5,71,67,75,65,75,75,75,40.4,D,Pública
6683,33.6,62.4,50,81,71,55,75,91,55,100,24,C,Pública
6685,21.3,22.8,25,19.5,28,80,15,11,55,0,20.8,D,Pública
6686,32.5,44.3,37.5,54.5,65,65,65,44,40,45,28.5,C,Pública
6687,30.6,58.6,50,71.5,53,65,50,90,50,100,21.3,C,Pública
6688,31.4,57.6,75,31.5,63,55,65,0,0,0,22.6,E,Pública
6689,49.2,64,50,85,75,75,75,95,75,100,44.3,E,Pública
6690,44.1,55.2,50,63,79,75,80,47,55,45,40.4,D,Pública
6691,55.6,67.4,75,56,65,65,65,47,55,45,51.7,E,Pública
6692,48.5,61,50,77.5,79,75,80,76,80,75,44.3,C,Pública
6693,49.8,90.2,100,75.5,80,80,80,71,75,70,36.3,D,Pública
6694,54.3,73.6,75,71.5,74,70,75,69,65,70,47.8,C,Pública
6695,42,48.9,62.5,28.5,57,85,50,0,0,0,39.7,D,Pública
6696,54,71.2,75,65.5,79,75,80,52,60,50,48.3,B,Pública
6697,46.2,64.2,50,85.5,76,60,80,95,75,100,40.2,D,Pública
6698,28.1,15,25,0,0,0,0,0,0,0,32.4,D,Pública
6699,42.4,57.1,62.5,49,49,65,45,49,65,45,37.5,C,Pública
6700,40.1,22.3,12.5,37,65,65,65,9,45,0,46,D,Pública
6701,58.4,59.4,50,73.5,75,75,75,72,60,75,58,E,Pública
6702,33.2,44.9,37.5,56,61,85,55,51,55,50,29.3,D,Pública
6703,30.7,49.1,37.5,66.5,57,65,55,76,100,70,24.5,D,Pública
6704,34.6,74.4,75,73.5,95,75,100,52,80,45,21.3,E,Pública
6705,29.6,37.5,62.5,0,0,0,0,0,0,0,27,E,Pública
6706,37.2,51.9,62.5,36,25,65,15,47,55,45,32.3,C,Pública
6707,29.4,68.8,75,59.5,52,60,50,67,55,70,16.2,E,Pública
6708,60.6,58.8,50,72,79,75,80,65,45,70,61.2,D,Pública
6710,40,67.5,62.5,75,53,65,50,97,85,100,30.8,D,Pública
6711,50.2,53.6,50,59,50,50,50,68,40,75,49,C,Pública
6712,43.3,62.5,62.5,62.5,35,55,30,90,50,100,36.9,C,Pública
6714,38.1,61.6,50,79,92,60,100,66,50,70,30.3,B,Pública
6715,66.3,77.2,75,80.5,71,55,75,90,50,100,62.7,.,Pública
6716,46.4,53.6,50,59,47,75,40,71,75,70,44,C,Pública
6717,41.9,46.3,37.5,59.5,64,60,65,55,75,50,40.4,E,Pública
6718,32.7,54.8,50,62,51,55,50,73,65,75,25.3,D,Pública
6719,34.9,45.6,25,76.5,58,70,55,95,75,100,31.3,D,Pública
6720,40.7,64.5,62.5,67.5,82,50,90,53,65,50,32.8,D,Pública
6721,39.8,48.6,25,84,93,65,100,75,75,75,36.9,B,Pública
6722,63.8,59.6,50,74,79,75,80,69,65,70,65.2,D,Pública
6723,40.7,39.9,37.5,43.5,58,50,60,29,65,20,41,D,Pública
6724,56.6,76.2,75,78,65,65,65,91,55,100,50,C,Pública
6725,53.6,76.6,75,79,67,75,65,91,55,100,45.9,C,Pública
6726,35.7,53.2,50,58,47,75,40,69,65,70,29.8,D,Pública
6727,47.4,61,50,77.5,79,75,80,76,80,75,42.9,D,Pública
6728,50.8,56.3,62.5,47,79,75,80,15,75,0,49,C,Pública
6729,41.5,75.2,75,75.5,60,60,60,91,55,100,30.3,D,Pública
6730,56.4,67.6,75,56.5,46,70,40,67,55,70,52.6,D,Pública
6731,45.2,50.4,50,51,34,50,30,68,60,70,43.4,D,Pública
