id,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,CO_RS_I9,Categoria
886,34,30.2,28.6,32.5,65,65,65,0,0,0,35.2,E,Pública
887,23,23.6,28.6,16,32,60,25,0,40,0,22.8,D,Pública
888,23.7,17.2,28.6,0,0,0,0,0,0,0,25.9,B,Pública
889,40.6,37.8,14.3,73,79,75,80,67,55,70,41.5,C,Pública
890,35.2,41.1,42.9,38.5,77,65,80,0,50,0,33.2,D,Pública
891,41.8,39,28.6,54.5,59,55,60,50,50,50,42.7,D,Pública
892,26.9,42.5,57.1,20.5,41,45,40,0,0,0,21.7,D,Pública
893,31.2,25,14.3,41,34,70,25,48,40,50,33.2,C,Pública
894,64.3,42.2,14.3,84,73,65,75,95,75,100,71.7,D,Pública
895,51.2,68.6,71.4,64.5,53,65,50,76,80,75,45.4,.,Pública
896,25.1,22.8,14.3,35.5,43,55,40,28,40,25,25.8,D,Pública
897,13.8,0,0,0,0,60,0,0,75,0,18.4,D,Pública
898,35,36.1,42.9,26,46,50,45,6,30,0,34.6,C,Pública
899,23.7,17.2,28.6,0,0,0,0,0,0,0,25.8,C,Pública
900,41.6,51.9,42.9,65.5,60,60,60,71,55,75,38.2,C,Pública
901,29.8,24.2,14.3,39,53,65,50,25,25,25,31.6,E,Pública
902,17.5,25.7,42.9,0,0,0,0,0,0,0,14.8,C,Pública
903,32.1,17.2,28.6,0,0,0,0,0,0,0,37,C,Pública
904,22.7,27.6,0,69,64,60,65,74,70,75,21,D,Pública
905,27.8,44.7,42.9,47.5,44,60,40,51,55,50,22.2,C,Pública
906,20.5,20.8,14.3,30.5,52,60,50,9,45,0,20.4,C,Pública
907,61.8,66.2,71.4,58.5,65,65,65,52,60,50,60.3,.,Pública
908,55.9,38.1,42.9,31,35,55,30,27,55,20,61.8,C,Pública
909,34.2,53.1,42.9,68.5,66,50,70,71,75,70,27.9,C,Pública
910,40.2,50.3,42.9,61.5,68,60,70,55,75,50,36.8,C,Pública
911,32.7,27.4,14.3,47,64,60,65,30,50,25,34.5,B,Pública
912,30.2,27.4,28.6,25.5,0,50,0,51,75,45,31.1,B,Pública
913,35.2,38.4,28.6,53,75,55,80,31,55,25,34.1,B,Pública
914,37.5,35.2,28.6,45,63,55,65,27,55,20,38.2,C,Pública
915,48.4,41.8,28.6,61.5,58,70,55,65,45,70,50.6,C,Pública
916,16.6,21.8,28.6,11.5,17,25,15,6,30,0,14.8,C,Pública
917,22,31.7,42.9,15,30,50,25,0,40,0,18.8,D,Pública
918,64.4,68.4,71.4,64,57,85,50,71,55,75,63,D,Pública
919,42.3,51.5,42.9,64.5,58,50,60,71,75,70,39.2,D,Pública
920,35.7,41.4,28.6,60.5,55,75,50,66,50,70,33.8,D,Pública
921,38,51.1,42.9,63.5,71,55,75,56,80,50,33.6,D,Pública
922,60.3,84,100,60,67,75,65,53,65,50,52.4,C,Pública
923,46.4,39.6,28.6,56,37,65,30,75,75,75,48.6,D,Pública
924,31.1,41.4,28.6,60.5,74,50,80,47,55,45,27.7,C,Pública
925,18.1,17.2,28.6,0,0,0,0,0,0,0,18.4,C,Pública
926,41.1,34.9,42.9,23,46,70,40,0,0,0,43.2,D,Pública
927,32,37.5,42.9,29.5,47,75,40,12,60,0,30.1,B,Pública
928,34.7,24.8,28.6,19,30,50,25,8,40,0,38,E,Pública
929,35.1,29.8,14.3,53,59,75,55,47,55,45,36.8,.,Pública
930,12.2,20,0,50,34,50,30,66,50,70,9.6,B,Pública
931,43.4,50.5,42.9,62,69,65,70,55,75,50,41,D,Pública
932,53.1,53.3,42.9,69,87,75,90,51,55,50,53,C,Pública
933,15.5,15.6,0,39,50,50,50,28,40,25,15.5,C,Pública
934,46.7,59.3,57.1,62.5,56,60,55,69,65,70,42.5,C,Pública
935,26.9,17.2,28.6,0,0,0,0,0,0,0,30.1,C,Pública
936,33.5,29.4,14.3,52,38,70,30,66,50,70,34.8,D,Pública
937,28.7,51.3,57.1,42.5,79,75,80,6,30,0,21.2,C,Pública
938,64.5,53.6,71.4,27,0,100,0,54,90,45,68.1,D,Pública
939,24.4,36.4,28.6,48,51,55,50,45,45,45,20.4,D,Pública
940,47.7,63.1,57.1,72,71,75,70,73,65,75,42.5,D,Pública
941,50.4,64.5,57.1,75.5,75,55,80,76,80,75,45.7,D,Pública
942,35.4,37.9,42.9,30.5,61,65,60,0,35,0,34.6,E,Pública
943,64.5,58.8,71.4,40,66,50,70,14,70,0,66.4,D,Pública
944,24.4,8.6,14.3,0,0,0,0,0,0,0,29.6,C,Pública
945,22.3,17.8,0,44.5,75,55,80,14,70,0,23.8,D,Pública
946,53.8,53.3,42.9,69,67,75,65,71,75,70,53.9,D,Pública
947,35.4,42,14.3,83.5,95,75,100,72,60,75,33.2,D,Pública
948,42,64.2,71.4,53.5,35,75,25,72,80,70,34.6,C,Pública
949,31.3,67.4,71.4,61.5,74,70,75,49,65,45,19.3,B,Pública
950,44.3,55.1,42.9,73.5,91,55,100,56,80,50,40.7,D,Pública
951,32.5,25.4,28.6,20.5,30,50,25,11,55,0,34.8,D,Pública
952,49.5,45.3,42.9,49,43,55,40,55,75,50,50.9,C,Pública
953,59.5,65.5,57.1,78,64,60,65,92,60,100,57.5,E,Pública
954,18.1,17.2,28.6,0,0,0,0,0,0,0,18.4,B,Pública
955,21.1,36.9,42.9,28,25,65,15,31,55,25,15.8,D,Pública
956,11.6,13.2,14.3,11.5,23,55,15,0,0,0,11.1,D,Pública
957,15.8,18.6,14.3,25,50,30,55,0,0,0,14.8,B,Pública
958,37.7,42.5,42.9,42,62,50,65,22,30,20,36.1,C,Pública
959,23.6,25.7,42.9,0,0,0,0,0,0,0,22.9,E,Pública
960,31.1,29,28.6,29.5,30,50,25,29,65,20,31.8,.,Pública
962,26.1,17.2,28.6,0,0,0,0,0,0,0,29.1,C,Pública
963,50,48.7,57.1,36,0,75,0,72,60,75,50.4,D,Pública
964,25.7,13.8,14.3,13,0,0,0,26,30,25,29.6,E,Pública
965,30.6,45.2,28.6,70,72,60,75,68,60,70,25.7,D,Pública
966,25.5,26.2,14.3,44,38,70,30,50,50,50,25.2,C,Pública
967,53.9,50.1,42.9,61,57,65,55,65,45,70,55.1,D,Pública
968,74.3,72.6,85.7,53,37,65,30,69,65,70,74.8,C,Pública
970,46.4,33,28.6,39.5,49,45,50,30,50,25,50.9,B,Pública
971,38.4,64.6,71.4,54.5,79,75,80,30,50,25,29.6,E,Pública
973,36.2,49.9,42.9,60.5,53,65,50,68,60,70,31.6,D,Pública
974,48,54.9,42.9,73,56,60,55,90,50,100,45.7,C,Pública
975,20.6,16.6,0,41.5,30,50,25,53,65,50,21.9,.,Pública
976,39.1,41,28.6,59.5,69,65,70,50,50,50,38.5,C,Pública
977,20.5,25.7,42.9,0,0,0,0,0,0,0,18.8,D,Pública
978,58.9,57.1,57.1,57,63,55,65,51,55,50,59.5,C,Pública
979,47.7,56.7,42.9,77.5,60,80,55,95,75,100,44.7,D,Pública
980,29.8,8.6,14.3,0,0,0,0,0,0,0,36.8,E,Pública
981,63.2,61.1,57.1,67,64,80,60,70,70,70,63.9,D,Pública
982,27.6,24.4,14.3,39.5,33,65,25,46,50,45,28.6,D,Pública
983,40,39.8,28.6,56.5,46,70,40,67,55,70,40,D,Pública
984,47.4,45.9,57.1,29,45,65,40,13,65,0,47.9,D,Pública
985,32.9,40.7,42.9,37.5,75,55,80,0,0,0,30.3,D,Pública
986,62.3,66.3,57.1,80,85,65,90,75,75,75,60.9,C,Pública
987,24.5,31.2,28.6,35,70,50,75,0,0,0,22.2,D,Pública
988,37.4,60.9,57.1,66.5,58,70,55,75,75,75,29.6,D,Pública
989,57.1,70.5,57.1,90.5,85,65,90,96,80,100,52.6,D,Pública
990,46.1,51.9,57.1,44,88,80,90,0,0,0,44.1,.,Pública
991,29.1,17.2,28.6,0,0,0,0,0,0,0,33.1,C,Pública
992,22,29,28.6,29.5,34,50,30,25,45,20,19.7,D,Pública
993,27.6,0,0,0,0,0,0,0,0,0,36.8,C,Pública
994,30.3,25.7,42.9,0,0,65,0,0,55,0,31.8,D,Pública
995,22.9,32.6,28.6,38.5,31,55,25,46,50,45,19.7,B,Pública
996,35.7,34.3,57.1,0,0,0,0,0,0,0,36.1,C,Pública
999,56.5,68.8,71.4,65,59,75,55,71,75,70,52.4,C,Pública
1010,30.9,65.3,62.5,69.5,64,60,65,75,75,75,19.4,C,Pública
1011,33.2,42.3,37.5,49.5,68,60,70,31,75,20,30.1,B,Pública
1012,28.8,47.5,37.5,62.5,79,75,80,46,50,45,22.5,C,Pública
1013,51.3,64,50,85,95,75,100,75,75,75,47.1,B,Pública
1014,44.8,47.5,37.5,62.5,48,80,40,77,85,75,43.9,C,Pública
1015,52.8,76.3,87.5,59.5,69,65,70,50,70,45,45,D,Pública
1018,59.1,70.2,75,63,52,60,50,74,70,75,55.4,D,Pública
1021,29.6,65.2,75,50.5,30,50,25,71,75,70,17.7,C,Pública
1024,26.3,31.2,25,40.5,12,60,0,69,65,70,24.7,B,Pública
1025,26.3,7.5,12.5,0,0,0,0,0,0,0,32.6,.,Pública
1030,40.5,42.9,37.5,51,56,60,55,46,30,50,39.7,C,Pública
1031,50.3,59.9,62.5,56,35,75,25,77,85,75,47.1,D,Pública
1032,38.9,63.1,62.5,64,58,50,60,70,50,75,30.8,C,Pública
1033,43.1,71.4,75,66,64,60,65,68,40,75,33.6,E,Pública
1034,71.2,71.6,75,66.5,76,80,75,57,85,50,71.1,D,Pública
1036,50.4,44.6,25,74,77,65,80,71,75,70,52.3,D,Pública
1041,28.3,55.6,50,64,62,70,60,66,50,70,19.2,C,Pública
1043,57.4,34.7,37.5,30.5,61,85,55,0,0,0,65,D,Pública
1044,39.1,39.5,37.5,42.5,54,70,50,31,75,20,38.9,D,Pública
1049,34.1,27,25,30,34,50,30,26,50,20,36.5,C,Pública
1058,33.7,40.7,37.5,45.5,44,60,40,47,55,45,31.3,D,Pública
1059,28.5,20.2,25,13,0,0,0,26,50,20,31.3,A,Pública
1060,28.5,36.7,12.5,73,53,65,50,93,65,100,25.8,C,Pública
1061,44.9,52.1,37.5,74,76,60,80,72,60,75,42.5,E,Pública
1062,36.9,60.1,62.5,56.5,39,75,30,74,70,75,29.1,C,Pública
1063,35.6,48.5,37.5,65,78,70,80,52,60,50,31.3,E,Pública
1065,41.6,56.4,50,66,60,60,60,72,60,75,36.6,E,Pública
1066,60.3,65.5,62.5,70,63,75,60,77,85,75,58.6,E,Pública
1067,63.4,65.3,62.5,69.5,62,70,60,77,85,75,62.7,D,Pública
1068,39.1,53.2,50,58,46,50,45,70,50,75,34.4,D,Pública
1070,74.4,71.8,75,67,65,65,65,69,65,70,75.3,C,Pública
1071,45.7,55.4,50,63.5,56,60,55,71,75,70,42.4,E,Pública
1072,35.2,33.8,25,47,46,70,40,48,60,45,35.6,C,Pública
1073,47.6,57.2,50,68,68,60,70,68,60,70,44.4,D,Pública
1076,33,60.7,62.5,58,42,50,40,74,70,75,23.8,D,Pública
1078,45,52.7,37.5,75.5,79,75,80,72,80,70,42.4,D,Pública
1080,50.5,58.4,50,71,90,50,100,52,60,50,47.8,C,Pública
1081,59.8,76.4,75,78.5,64,60,65,93,65,100,54.3,D,Pública
1082,59.3,52.2,50,55.5,36,60,30,75,75,75,61.7,D,Pública
1083,77,54.8,50,62,51,55,50,73,65,75,84.4,C,Pública
1084,56.1,64.9,62.5,68.5,68,60,70,69,65,70,53.1,D,Pública
1085,25,43.1,37.5,51.5,54,70,50,49,65,45,18.9,D,Pública
1086,48.1,65.7,62.5,70.5,63,55,65,78,90,75,42.2,D,Pública
1087,41.6,70.2,75,63,75,75,75,51,75,45,32.1,C,Pública
1088,66.5,71.1,62.5,84,96,80,100,72,60,75,64.9,C,Pública
1089,50,52.8,50,57,64,60,65,50,70,45,49.1,D,Pública
1091,33.3,51.4,50,53.5,54,70,50,53,65,50,27.3,D,Pública
1092,42.7,49.5,62.5,30,60,60,60,0,0,0,40.4,D,Pública
